SR_NUM,CONCAT_ADDRESS,SITE_NAME,STATE,CITY,POSTAL_CODE
19119,21 hospital drive,secu cancer center,north carolina,asheville,28801
19120,1200 ridgefield boulevardsuite 250,asheville neurology specialists pa,north carolina,asheville,28806
19121,215 toll gate roadsuite 309,care access research,rhode island,warwick,2886
19122,215 toll gate roadsuite 309,care access research,rhode island,warwick,2886
19123,215 toll gate roadsuite 309,care access research,rhode island,warwick,2886
19124,215 toll gate roadsuite 309,care access research,rhode island,warwick,2886
19125,215 toll gate roadsuite 309,care access research,rhode island,warwick,2886
19126,215 toll gate roadsuite 309,care access research,rhode island,warwick,2886
19127,215 toll gate roadsuite 309,care access research,rhode island,warwick,2886
19128,593 eddy street,hasbro childrens hospital,rhode island,providence,2903
19129,593 eddy street,hasbro childrens hospital,rhode island,providence,2903
19130,593 eddy streetgeorge building,rhode island hospital,rhode island,providence,2903
19131,593 eddy streetgeorge buildingsuite 1006,rhode island hospital,rhode island,providence,2903
19132,593 eddy streetambulatory patient center,rhode island hospital,rhode island,providence,2903
19133,148 w river streetsuite 3,university gastroenterology llc,rhode island,providence,2904
19134,148 w river streetsuite 3,university gastroenterology llc,rhode island,providence,2904
19135,148 w river streetsuite 3,university gastroenterology llc,rhode island,providence,2904
19136,148 w river streetsuite 3,university gastroenterology llc,rhode island,providence,2904
19137,148 w river streetsuite 3,university gastroenterology llc,rhode island,providence,2904
19138,148 w river streetsuite 3,university gastroenterology llc,rhode island,providence,2904
19139,830 chalkstone avenueresearch 151,ocean state research institute  navref  ppds,rhode island,providence,2908
19140,830 chalkstone avenueresearch 151,ocean state research institute  navref  ppds,rhode island,providence,2908
19141,830 chalkstone avenueresearch 151,ocean state research institute  navref  ppds,rhode island,providence,2908
19142,830 chalkstone avenueresearch 151,ocean state research institute  navref  ppds,rhode island,providence,2908
19143,830 chalkstone avenueresearch 151,ocean state research institute  navref  ppds,rhode island,providence,2908
19144,830 chalkstone avenueresearch 151,ocean state research institute  navref  ppds,rhode island,providence,2908
19145,830 chalkstone avenueresearch 151,ocean state research institute  navref  ppds,rhode island,providence,2908
19146,1105 north lafayette drivesuite a,santee hematology oncology,south carolina,sumter,29150
19147,1105 north lafayette drivesuite a,santee hematology oncology,south carolina,sumter,29150
19148,1105 north lafayette drivesuite a,santee hematology oncology,south carolina,sumter,29150
19149,1105 north lafayette drive,santee hematology oncology,south carolina,sumter,29150
19150,131 summerplace drivewest columbia main campus,consultants in gastroenterology  the south carolina endoscopy center,south carolina,west columbia,29169
19151,131 summerplace drivewest columbia main campus,consultants in gastroenterology  the south carolina endoscopy center,south carolina,west columbia,29169
19152,120 west hospital drive,south carolina oncology associates pa,south carolina,west columbia,29169
19153,1333 taylor street suite 6b,bogan sleep consultants llc,columbia,south carolina,29201
19154,1333 taylor street suite 6b,bogan sleep consultants llc,columbia,south carolina,29201
19155,1333 taylor street suite 6b,bogan sleep consultants llc,columbia,south carolina,29201
19156,11 gateway corners park,consultants in gastroenterology,south carolina,columbia,29203
19157,11 gateway corners park,consultants in gastroenterology,south carolina,columbia,29203
19158,11 gateway corners park,consultants in gastroenterology,south carolina,columbia,29203
19159,11 gateway corners park,consultants in gastroenterology,south carolina,columbia,29203
19160,11 gateway corners park,consultants in gastroenterology pa,columbia,south carolina,29203
19161,5 richland medical park,palmetto health richland,columbia,south carolina,29203
19162,5 richland medical park,palmetto health richland,columbia,south carolina,29203
19163,7 richland medical park drpediatric hematologyoncology,palmetto health richland,south carolina,columbia,29203
19164,7 richland medical park drpediatric hematologyoncology,palmetto health richland,south carolina,columbia,29203
19165,2739 laurel street,columbia gastroenterology associates,south carolina,columbia,29204
19166,2739 laurel street,columbia gastroenterology associates,south carolina,columbia,29204
19167,166 stoneridge drive,south carolina oncology associates pa,south carolina,columbia,29210
19168,166 stoneridge drive,south carolina oncology associates pa,south carolina,columbia,29210
19169,166 stoneridge drive,south carolina oncology associates pa,south carolina,columbia,29210
19170,1072 wildwood centre drive,associates in gastroenteroloy,south carolina,columbia,29229
19171,1072 wildwood centre drive,associates in gastroenteroloy,south carolina,columbia,29229
19172,101 east wood street,gibbs cancer center  research institute,south carolina,spartanburg,29303
19173,380 serpentine drive,medical group of the carolinas – hematology spartanburg,south carolina,spartanburg,29303
19174,380 serpentine drive,medical group of the carolinas – hematology spartanburg,south carolina,spartanburg,29303
19175,101 east wood streetspartanburg regional medical center,spartanburg regional healthcare system,south carolina,spartanburg,29303
19176,114 doughty streetms 702,medical university of south carolina  ppds,south carolina,charleston,29403
19177,2910 tricom street,charleston cancer center,south carolina,charleston,29406
19178,2910 tricom street,charleston cancer center,south carolina,charleston,29406
19179,2695 elms plantation boulevardsuite d,clinical trials of south carolina   clinedge  ppds,south carolina,charleston,29406
19180,2695 elms plantation boulevardsuite d,clinical trials of south carolina   clinedge  ppds,south carolina,charleston,29406
19181,2695 elms plantation boulevardsuite d,clinical trials of south carolina   clinedge  ppds,south carolina,charleston,29406
19182,2695 elms plantation boulevardsuite d,clinical trials of south carolina   clinedge  ppds,south carolina,charleston,29406
19183,2695 elms plantation boulevardsuite d,clinical trials of south carolina   clinedge  ppds,south carolina,charleston,29406
19184,2695 elms plantation boulevardsuite d,clinical trials of south carolina   clinedge  ppds,south carolina,charleston,29406
19185,2695 elms plantation boulevard,clinical trials of south carolina   clinedge  ppds,south carolina,north charleston,29406
19186,2671 elms plantation boulevardendoscopy center,southeast medical research pa,south carolina,charleston,29406
19187,1606 ashley river road,coastal gastroenterology and hepatology llc,south carolina,charleston,29407
19188,1606 ashley river road,coastal gastroenterology and hepatology llc,south carolina,charleston,29407
19189,418 folly road,pharmacorp clinical trials incorporated,south carolina,charleston,29412
19190,418 folly road,pharmacorp clinical trials incorporated,south carolina,charleston,29412
19191,418 folly road,pharmacorp clinical trials incorporated,south carolina,charleston,29412
19192,418 folly road,pharmacorp clinical trials incorporated,south carolina,charleston,29412
19193,418 folly road,pharmacorp clinical trials incorporated,south carolina,charleston,29412
19194,418 folly road,pharmacorp clinical trials incorporated,south carolina,charleston,29412
19195,418 folly road,pharmacorp clinical trials incorporated,south carolina,charleston,29412
19196,1962 charlie hall boulevardaccr cgc research department,charleston gi specialists,south carolina,charleston,29414
19197,2085 henry tecklenburg drive2nd floor,charleston oncology pa,south carolina,charleston,29414
19198,2051 charlie hall boulevard,coastal pediatric associates,south carolina,charleston,29414
19199,2093 henry tecklenburg drivesuite 30,palmetto digestive disease pa,south carolina,charleston,294145733
19200,2093 henry tecklenburg drivesuite 30,palmetto digestive disease pa,south carolina,charleston,294145733
19201,2093 henry tecklenburg drivesuite 30,palmetto digestive disease pa,south carolina,charleston,294145733
19202,2093 henry tecklenburg drivesuite 30,palmetto digestive disease pa,south carolina,charleston,294145733
19203,2093 henry tecklenburg drivesuite 30,palmetto digestive disease pa,south carolina,charleston,294145733
19204,2093 henry tecklenburg drivesuite 30,palmetto digestive disease pa,south carolina,charleston,294145733
19205,2093 henry tecklenburg drivesuite 30,palmetto digestive disease pa,south carolina,charleston,294145733
19206,7555 northside drive,national allergy asthma  urticaria centers of charleston pa,north charleston,south carolina,294204211
19207,135 rutledge ave msc561,medical university of south carolina,charleston,south carolina,29425
19208,171 ashley avenue msc 908,medical university of south carolina,charleston,south carolina,29425
19209,96 jonathan lucas st po box 250611,medical university of south carolina,charleston,south carolina,29425
19210,135 rutledge avenue,medical university of south carolina,sc,charleston,29425
19211,135 rutledge avenuemail stop code 561,medical university of south carolina,sc,charleston,29425
19212,135 rutledge avenuemail stop code 561,medical university of south carolina,sc,charleston,29425
19213,173 ashley ave,medical university of south carolina,south carolina,charleston,29425
19214,135 rutledge avemsc 561,medical university of south carolina  crs,south carolina,charleston,29425
19215,171 ashley avenue,medical university of south carolina  hollings cancer center  ppds,south carolina,charleston,29425
19216,326 calhoun street,medical university of south carolina  hollings cancer center  ppds,south carolina,charleston,29425
19217,96 jonathan lucas street,medical university of south carolina  hollings cancer center  ppds,south carolina,charleston,29425
19218,171 ashley avenue323h csb msc 606,medical university of south carolina  ppds,south carolina,charleston,29425
19219,171 ashley avenue,medical university of south carolina  ppds,south carolina,charleston,29425
19220,25 courteney drive 7100a msc 290department of medicineroom 312,medical university of south carolina  ppds,south carolina,charleston,29425
19221,86 jonathan lucas street,medical university of south carolina  ppds,south carolina,charleston,29425
19222,86 jonathan lucas street,medical university of south carolina  ppds,south carolina,charleston,29425
19223,86 jonathan lucas street,medical university of south carolina  ppds,south carolina,charleston,29425
19224,86 jonathan lucas street,medical university of south carolina  ppds,south carolina,charleston,29425
19225,96 jonathan lucas streetclinical science buildingsuite 210 pob250327,medical university of south carolina  ppds,south carolina,charleston,29425
19226,96 jonathan lucas streetclinical science buildingsuite 210 pob250327,medical university of south carolina  ppds,south carolina,charleston,29425
19227,96 jonathan lucas streetclinical science buildingsuite 210 pob250327,medical university of south carolina  ppds,south carolina,charleston,29425
19228,96 jonathan lucas streetclinical science buildingsuite 210 pob250327,medical university of south carolina  ppds,south carolina,charleston,29425
19229,96 jonathan lucas streetclinical science buildingsuite 210 pob250327,medical university of south carolina  ppds,south carolina,charleston,29425
19230,96 jonathan lucas streetclinical science buildingsuite 210 pob250327,medical university of south carolina  ppds,south carolina,charleston,29425
19231,96 jonathan lucas streetclinical science buildingsuite 210 pob250327,medical university of south carolina  ppds,south carolina,charleston,29425
19232,96 jonathan lucas streethollings cancer center,medical university of south carolina  ppds,south carolina,charleston,29425
19233,96 jonathan lucas blvdsuite 812 csb msc 630,medical university of south carolina musc,charleston,south carolina,29425
19234,96 jonathan lucas blvdsuite 812 csb msc 630,medical university of south carolina musc,charleston,south carolina,29425
19235,96 jonathan lucas blvdsuite 812 csb msc 630,medical university of south carolina musc,charleston,south carolina,29425
19236,96 jonathan lucas streetcsb 816 msc 630,medical university of south carolina musc,charleston,south carolina,29425
19237,96 jonathan lucas streetcsb 816 msc 630,medical university of south carolina musc,charleston,south carolina,29425
19238,96 jonathan lucas streetcsb 816 msc 630,medical university of south carolina musc,charleston,south carolina,29425
19239,96 jonathan lucas streetcsb 816 msc 630,medical university of south carolina musc,charleston,south carolina,29425
19240,96 jonathan lucas streetcsb 816 msc 630,medical university of south carolina musc,charleston,south carolina,29425
19241,96 jonathan lucas street csb 215msc 195,medical university of south carolina musc,charleston,south carolina,29425
19242,135 rutledge ave,medical university of south carolina children hospital  pin,south carolina,charleston,29425
19243,135 rutledge ave,medical university of south carolina children hospital  pin,south carolina,charleston,29425
19244,135 rutledge avemsn 0514,medical university of south carolina children hospital  pin,south carolina,charleston,29425
19245,96 jonathan lucas streetclinical science bluiding409,medical university of south carolina childrens hospital  pin,south carolina,charlesto,29425
19246,161 ashley avenuerutledge tower medical science center infectious diseases clinic,medical university of south carolina ppds,south carolina,charleston,29425
19247,171 ashley avenue,medical university of south carolina ppds,south carolina,charleston,29425
19248,25 courtenay drivesuite 7019,musc department of gastroenterology,charleston,south carolina,29425
19249,96 jonathan lucas sthollings cancer centersuite 251,medical university of south carolina  hollings cancer center  ppds,south carolina,charleston,294258900
19250,96 jonathan lucas st,medical university of south carolina  hollings cancer center  ppds,south carolina,charleston,294258900
19251,96 jonathan lucas st,medical university of south carolina  hollings cancer center  ppds,south carolina,charleston,294258900
19252,96 jonathan lucas st,medical university of south carolina  ppds,south carolina,charleston,294258900
19253,96 jonathan lucas st clinical science bluiding 409,medical university of south carolina  ppds,south carolina,charleston,294258900
19254,135 rutledge ave ms 561,medical university of south carolina children hospital  pin,south carolina,charleston,294258903
19255,1156 bowman roadsuite 102,coastal carolina research center,south carolina,mount pleasant,29464
19256,1156 bowman roadsuite 102,coastal carolina research center,south carolina,mount pleasant,29464
19257,1156 bowman road,coastal carolina research center,south carolina,mount pleasant,29464
19258,1952 long grove drive,coastal pediatric associates,south carolina,mt pleasant,29464
19259,900 bowman roadsuite 103,low country hematology and oncology,south carolina,mount pleasant,29464
19260,900 bowman roadsuite 103,low country hematology and oncology,south carolina,mount pleasant,29464
19261,900 bowman roadsuite 103,low country hematology and oncology,south carolina,mount pleasant,29464
19262,900 bowman roadsuite 103,low country hematology and oncology,south carolina,mount pleasant,29464
19263,180 wingo way,pmg research of charleston llc,south carolina,mount pleasant,29464
19264,180 wingo way,pmg research of charleston llc,south carolina,mount pleasant,29464
19265,1600 midtown ave,medical university of south carolina  ppds,south carolina,mount pleasant,294643771
19266,901 e cheves streetsuite 430,florence gastroenterology,south carolina,florence,29506
19267,901 e cheves streetsuite 430,florence gastroenterology,south carolina,florence,29506
19268,901 e cheves streetsuite 430,florence gastroenterology,south carolina,florence,29506
19269,901 e cheves streetsuite 430,florence gastroenterology,south carolina,florence,29506
19270,901 e cheves streetsuite 430,florence gastroenterology,south carolina,florence,29506
19271,901 e cheves streetsuite 430,florence gastroenterology,south carolina,florence,29506
19272,901 e cheves streetsuite 430,florence gastroenterology,south carolina,florence,29506
19273,3980 highway 9 eastsuite 320,mcleod seacost,south carolina,little river,29566
19274,3980 highway 9 eastsuite 320,mcleod seacost,south carolina,little river,29566
19275,3980 highway 9 eastsuite 320,mcleod seacost,south carolina,little river,29566
19276,3980 highway 9 eastsuite 320,mcleod seacost,south carolina,little river,29566
19277,3980 highway 9 eastsuite 320,mcleod seacost,south carolina,little river,29566
19278,3980 highway 9 eastsuite 320,mcleod seacost,south carolina,little river,29566
19279,3980 highway 9 eastsuite 320,mcleod seacost,south carolina,little river,29566
19280,4040 highway 17 bypasssuite 302,tidelands health gastroenterology at murrells inlet,south carolina,murrells inlet,29576
19281,4040 highway 17 bypasssuite 302,tidelands health gastroenterology at murrells inlet,south carolina,murrells inlet,29576
19282,4040 highway 17 bypasssuite 302,tidelands health gastroenterology at murrells inlet,south carolina,murrells inlet,29576
19283,4040 highway 17 bypasssuite 302,tidelands health gastroenterology at murrells inlet,south carolina,murrells inlet,29576
19284,4040 highway 17 bypasssuite 302,tidelands health gastroenterology at murrells inlet,south carolina,murrells inlet,29576
19285,4040 highway 17 bypasssuite 302,tidelands health gastroenterology at murrells inlet,south carolina,murrells inlet,29576
19286,4040 highway 17 bypasssuite 302,tidelands health gastroenterology at murrells inlet,south carolina,murrells inlet,29576
19287,106 lansford courtsuite 100,family medicine of sayebrook,south carolina,myrtle beach,29588
19288,106 lansford courtsuite 100,family medicine of sayebrook,south carolina,myrtle beach,29588
19289,1 saint fancis dr,saint francis hospital,south carolina,greenville,29601
19290,3 butternut drivesuite a,cancer centers of the carolinas,south carolina,greenville,29605
19291,900 w faris roadinstitute for translational oncology research itor,greenville health system,south carolina,greenville,29605
19292,900 west faris roadclinical trials center3rd floor,greenville health system  institute for translational oncology research,sc,greenville,29605
19293,900 west faris roadbilo charities children’s cancer center  main office,greenville health system childrens hospital,south carolina,greenville,29605
19294,900 west faris roadbilo charities children’s cancer center  main office,greenville health system childrens hospital,south carolina,greenville,29605
19295,890 west faris road,greenville hospital system,south carolina,greenville,29605
19296,890 west faris road,greenville hospital system,south carolina,greenville,29605
19297,14 edgewood drive,greenwood genetic  center,south carolina,greenville,29605
19298,900 west faris road,prisma health cancer institute,south carolina,greenville,29605
19299,701 grove rd,greenville health system,south carolina,greenville,296054210
19300,900 w faris rd,prisma health cancer institute,south carolina,greenville,296054255
19301,900 w faris rd,prisma health cancer institute,south carolina,greenville,296054255
19302,104 innovation drive,saint francis hospital cancer center,sc,greenville,29607
19303,200 c patewood drive,greenville hospital system,south carolina,greenville,29614
19304,200 patewood dr,gastroenterology associates pa,greenville,south carolina,29615
19305,200 patewood drivesuite b200,gastroenterology associates pa,north carolina,greenville,29615
19306,200 patewood drivesuite b200,gastroenterology associates pa,north carolina,greenville,29615
19307,200 patewood drivesuite b 200,gastroenterology associates pa,south carolina,greenville,29615
19308,200 patewood drivesuite b 200,gastroenterology associates pa,south carolina,greenville,29615
19309,200 patewood drivesuite b 200,gastroenterology associates pa,south carolina,greenville,29615
19310,200 patewood drivesuite b 200,gastroenterology associates pa,south carolina,greenville,29615
19311,200 patewood drivesuite b 200,gastroenterology associates pa,south carolina,greenville,29615
19312,200 patewood drivesuite b 200,gastroenterology associates pa,south carolina,greenville,29615
19313,200 patewood drivesuite b 200,gastroenterology associates pa,south carolina,greenville,29615
19314,65 international drive,greenville health system,south carolina,greenville,29615
19315,200 patewood drivesuite a320,greenville health system  patewood,sc,greenville,29615
19316,65 international drive,greenville health system cancer institute,south carolina,greenville,29615
19317,65 international drive,greenville health system cancer institute,south carolina,greenville,29615
19318,65 international drive,greenville health system cancer institute,south carolina,greenville,29615
19319,65 international drive,greenville health system cancer institute,south carolina,greenville,29615
19320,200 patewood drivesuite a140,greenville hospital system,south carolina,greenville,29615
19321,200 patewood drivesuite a140,greenville hospital system,south carolina,greenville,29615
19322,65 international drive,prisma health cancer institute,south carolina,greenville,29615
19323,2000 east greenville streetsuite 2900,anmed health,south carolina,anderson,29621
19324,2000 east greenville streetsuite 2900,anmed health,south carolina,anderson,29621
19325,130 perpetual square,manjakkollai p veerabagu md,south carolina,anderson,29621
19326,130 perpetual square,manjakkollai p veerabagu md,south carolina,anderson,29621
19327,2000 east greenville streetsuite 1600,synexus clinical research  anderson,sc,anderson,29621
19328,106 gregor mendel cir,greenwood genetic  center,south carolina,greenwood,296462315
19329,717 southeast main streetsuite b,hillcrest clinical research llc,south carolina,simpsonville,29681
19330,717 southeast main streetsuite b,hillcrest clinical research llc,south carolina,simpsonville,29681
19331,108 healthcare dr,catawba gastroenterology,south carolina,lancaster,29720
19332,108 healthcare dr,catawba gastroenterology,south carolina,lancaster,29720
19333,108 healthcare dr,catawba gastroenterology,south carolina,lancaster,29720
19334,108 healthcare dr,catawba gastroenterology,south carolina,lancaster,29720
19335,108 healthcare dr,catawba gastroenterology,south carolina,lancaster,29720
19336,108 healthcare dr,catawba gastroenterology,south carolina,lancaster,29720
19337,108 healthcare dr,catawba gastroenterology,south carolina,lancaster,29720
19338,1583 health care drive,tri county oncology,south carolina,rock hill,29732
19339,1583 health care drive,tri county oncology,south carolina,rock hill,29732
19340,71 trebor road,rainbow research inc,south carolina,barnwell,29812
19341,45 hospital center common,south carolina cancer specialists,south carolina,hilton head island,29926
19342,1269 wellbrook circle ne,east atlanta gastroenterology associates,georgia,conyers,30012
19343,1269 wellbrook circle ne,east atlanta gastroenterology associates,georgia,conyers,30012
19344,10945 state bridge rd,agile clinical research trials llc,georgia,alpharetta,30022
19345,4275 johns creek parkwaysuite a,advanced gastroenterology associates llc,georgia,suwanee,30024
19346,4275 johns creek parkwaysuite a,advanced gastroenterology associates llc,georgia,suwanee,30024
19347,4395 johns creek parkwaysuite 130,atlanta gastroenterology specialists pc,georgia,suwanee,30024
19348,4395 johns creek parkwaysuite 1600,atlanta gastroenterology specialists pc,georgia,suwanee,30024
19349,4395 johns creek parkway,atlanta gastroenterology specialists pc,georgia,suwanee,30024
19350,4395 johns creek parkway,atlanta gastroenterology specialists pc,georgia,suwanee,30024
19351,4395 johns creek parkwaysuite 1600,atlanta gastroenterology specialists pc,georgia,suwanee,30024
19352,4395 johns creek parkwaysuite 1600,atlanta gastroenterology specialists pc,georgia,suwanee,30024
19353,4395 johns creek parkway,atlanta gastroenterology specialists pc,georgia,suwanee,30024
19354,4395 johns creek parkwaysuite 130,atlanta gastroenterology specialists pc,suwanee,georgia,30024
19355,4395 johns creek parkwaysuite 130,atlanta gastroenterology specialists pc,suwanee,georgia,30024
19356,4395 johns creek parkwaysuite 130,atlanta gastroenterology specialists pc,suwanee,georgia,30024
19357,125 clairemont avenue suite 470iresearch atlanta llc,iresearch atlanta llc,decatur,georgia,30030
19358,250 east ponce de leon avenuesuite 800,iresearch atlanta llc,decatur,georgia,30030
19359,2665 north decatur roadsuite 430,atlanta center for gastroenterology pc,georgia,decatur,30033
19360,2665 north decatur roadsuite 430,atlanta center for gastroenterology pc,georgia,decatur,30033
19361,2665 north decatur roadsuite 430,atlanta center for gastroenterology pc,georgia,decatur,30033
19362,2665 north decatur roadsuite 430,atlanta center for gastroenterology pc,georgia,decatur,30033
19363,2665 north decatur roadsuite 550,atlanta center for gastroenterology pc,georgia,decatur,30033
19364,2665 north decatur roadsuite 430,atlanta center for gastroenterology pc,georgia,decatur,30033
19365,2665 north decatur roadsuite 430,atlanta center for gastroenterology pc,georgia,decatur,30033
19366,2665 n decatur rdsuite 550,atlanta center for gastroenterology pc,decatur,georgia,30033
19367,2675 n decatur roadsuite 305,atlanta digestive center,georgia,atlanta,30033
19368,2675 n decatur roadsuite 305,atlanta digestive center,georgia,atlanta,30033
19369,2675 north decatur roadsuite 506,dekalb gastroenterology associates,georgia,decatur,30033
19370,2165 north decatur road,emory healthcare systems,georgia,decatur,30033
19371,1365 clifton roadbuilding bsuite 301,emory university school of medicine,georgia,atlanta,30033
19372,2165 north decatur roaddepartment of human geneticssuite 301,emory university school of medicine,georgia,decatur,30033
19373,2665 north decatur roadsuite 740,neurostudiesnet llc  clinedge  ppds,georgia,decatur,30033
19374,4201 rainbow drive,soapstone center for clinical research,georgia,decatur,30034
19375,1505 northside boulevardsuite 2000a0118 mcn,atlanta gastroenterology associates,georgia,cumming,30041
19376,1505 northside boulevardsuite 2000a0118 mcn,atlanta gastroenterology associates,georgia,cumming,30041
19377,1505 northside boulevardsuite 1800,gi north,georgia,cumming,30041
19378,1505 northside boulevardsuite 1800,gi north,georgia,cumming,30041
19379,1505 northside boulevardsuite 1800,gi north,georgia,cumming,30041
19380,1505 northside boulevardsuite 1800,gi north,georgia,cumming,30041
19381,1505 northside boulevardsuite 1800,gi north,georgia,cumming,30041
19382,1505 northside boulevardsuite 1800,gi north,georgia,cumming,30041
19383,1505 northside boulevardsuite 1800,gi north,georgia,cumming,30041
19384,600 professional drivesuite 210,suburban hematology oncology associates,georgia,lawrenceville,30045
19385,721 wellness waysuite 100,gastroenterology specialists of gwinnett pc,georgia,lawrenceville,30046
19386,721 wellness waysuite 100,gastroenterology specialists of gwinnett pc,georgia,lawrenceville,30046
19387,721 wellness waysuite 100,gastroenterology specialists of gwinnett pc,georgia,lawrenceville,30046
19388,721 wellness waysuite 100,gastroenterology specialists of gwinnett pc,georgia,lawrenceville,30046
19389,721 wellness waysuite 100,gastroenterology specialists of gwinnett pc,georgia,lawrenceville,30046
19390,721 wellness waysuite 100,gastroenterology specialists of gwinnett pc,georgia,lawrenceville,30046
19391,721 wellness waysuite 100,gastroenterology specialists of gwinnett pc,georgia,lawrenceville,30046
19392,631 professional drive,gwinnett hospital system inc center for cancer care ,georgia,lawrenceville,30046
19393,500 medical center boulevardsuite 210,north georgia rheumatology group pc,georgia,lawrenceville,30046
19394,631 professional drivesuite 210,suburban hematology oncology associates,georgia,lawrence,30046
19395,3869 hwy 81 south,alcovy gastroenterology associates,georgia,loganville,30052
19396,3869 hwy 81 south,alcovy gastroenterology associates,georgia,loganville,30052
