SR_NUM,COUNTRY,POSTAL_CODE,SITE_NAME,STATE,CITY,COUNTY_NAME,PHONE_NUM,SITE_TYPE,SITE_OWNERSHIP,ACCOUNT_NUM,CONCAT_ADDRESS
104023,United_States_of_America,76308,north texas state hospital,tx,wichita falls,WICHITA,(940) 692-1220,Psychiatric,Government - State,92377,6515 kempblvd
104024,United_States_of_America,76310,kell west regional hospital,tx,wichita falls,WICHITA,(940) 692-5888,Acute Care Hospitals,Proprietary,39137,5402 kellwest boulevardevard
104025,United_States_of_America,76360,electra memorial hospital,tx,electra,WICHITA,(940) 495-3981,Critical Access Hospitals,Government - Hospital District or Authority,93696,1207 s baiiley streett
104026,United_States_of_America,76365,clay county memorial hospital,tx,henrietta,CLAY,(940) 538-5621,Critical Access Hospitals,Government - Local,37832,310 w soutth street
104027,United_States_of_America,76374,hamilton hospital,tx,olney,YOUNG,(940) 564-5521,Critical Access Hospitals,Government - Hospital District or Authority,14077,901 west hhamilton
104028,United_States_of_America,76380,seymour hospital,tx,seymour,BAYLOR,(940) 889-5572,Acute Care Hospitals,Government - Hospital District or Authority,81693,200 stadiuum drive
104029,United_States_of_America,76384,wilbarger general hospital,tx,vernon,WILBARGER,(940) 552-9351,Acute Care Hospitals,Government - Hospital District or Authority,66597,920 hillcrrest dr
104030,United_States_of_America,76401,texas health harris methodist hospital stephenvill,tx,stephenville,ERATH,(254) 965-1500,Acute Care Hospitals,Voluntary non-profit - Private,90140,411 n belkknap st
104031,United_States_of_America,76424,stephens memorial hospital,tx,breckenridge,STEPHENS,(254) 559-2241,Acute Care Hospitals,Government - Hospital District or Authority,92652,200 southgeneva streetreet
104032,United_States_of_America,76442,comanche county medical center,tx,comanche,COMANCHE,(254) 879-4900,Critical Access Hospitals,Voluntary non-profit - Private,11153,10201 hwy16
104033,United_States_of_America,76448,eastland memorial hospital,tx,eastland,EASTLAND,(254) 629-2601,Acute Care Hospitals,Government - Hospital District or Authority,72138,304 s dauggherty
104034,United_States_of_America,76450,graham regional medical center,tx,graham,YOUNG,(940) 549-3400,Acute Care Hospitals,Government - Hospital District or Authority,25685,1301 montggomery roadd
104035,United_States_of_America,76458,faith community hospital,tx,jacksboro,JACK,(940) 567-6633,Acute Care Hospitals,Government - Hospital District or Authority,21805,215 chishoolm trail
104036,United_States_of_America,76483,throckmorton county memorial hospital,tx,throckmorton,THROCKMORTON,(940) 849-2151,Critical Access Hospitals,Government - Local,22084,802 n mintter avenue
104037,United_States_of_America,76508,baylor scott  white  clinic  temple,tx,temple,BELL,(254) 724-2111,Acute Care Hospitals,Voluntary non-profit - Private,41361,2401 s  311st st
104038,United_States_of_America,76513,cedar crest hospital  rtc,tx,belton,BELL,(254) 939-2100,Psychiatric,Proprietary,32362,3500 southh ih35
104039,United_States_of_America,76528,coryell memorial healthcare system,tx,gatesville,CORYELL,(254) 865-8251,Critical Access Hospitals,Government - Hospital District or Authority,27969,1507 w maiin street
104040,United_States_of_America,76531,hamilton general hospital,tx,hamilton,HAMILTON,(254) 386-3151,Critical Access Hospitals,Government - Hospital District or Authority,52311,400 n browwn building 1ng 1
104041,United_States_of_America,76542,adventhealth central texas,tx,killeen,BELL,(254) 526-7523,Acute Care Hospitals,Voluntary non-profit - Church,27337,2201 s cleear creek roadroad
104042,United_States_of_America,76544,darnall amc ft hood,tx,fort hood,BELL,(254) 288-8000,Acute Care - Department of Defense,Department of Defense,27371,36000 darnnall loop
104043,United_States_of_America,76548,seton medical center harker heights,tx,harker heights,BELL,(254) 953-8342,Acute Care Hospitals,Proprietary,80415,850 w centtral texas expresswaexpressway
104044,United_States_of_America,76550,adventhealth rollins brook,tx,lampasas,LAMPASAS,(512) 556-3682,Critical Access Hospitals,Voluntary non-profit - Church,37456,608 northkey avenuee
104045,United_States_of_America,76567,little river healthcare,tx,rockdale,MILAM,(512) 446-4500,Critical Access Hospitals,Proprietary,64307,1700 brazoos
104046,United_States_of_America,76574,baylor scott  white medical center taylor,tx,taylor,WILLIAMSON,(512) 352-7611,Critical Access Hospitals,Voluntary non-profit - Private,70194,305 mallarrd
104047,United_States_of_America,76634,goodall witcher hospital,tx,clifton,BOSQUE,(254) 675-8322,Critical Access Hospitals,Government - Hospital District or Authority,49322,101 poseyavenue
104048,United_States_of_America,76642,limestone medical center,tx,groesbeck,LIMESTONE,(254) 729-3281,Critical Access Hospitals,Government - Hospital District or Authority,44886,701 mcclinntic drive
104049,United_States_of_America,76645,hill regional hospital,tx,hillsboro,HILL,(254) 580-8500,Acute Care Hospitals,Voluntary non-profit - Private,44835,101 circlee drive
104050,United_States_of_America,76661,falls community hospital and clinic,tx,marlin,FALLS,(254) 803-3561,Acute Care Hospitals,Voluntary non-profit - Private,28706,322 colemaan street
104052,United_States_of_America,76712,baylor scott  white medical center hillcrest,tx,waco,MC LENNAN,(254) 202-2000,Acute Care Hospitals,Voluntary non-profit - Private,34727,100 hillcrrest medical blvdal blvd
104053,United_States_of_America,76712,providence health center,tx,waco,MC LENNAN,(254) 751-4000,Acute Care Hospitals,Voluntary non-profit - Private,12938,6901 mediccal parkwayy
104054,United_States_of_America,76801,brownwood regional medical center,tx,brownwood,BROWN,(325) 646-8541,Acute Care Hospitals,Proprietary,40416,1501 burneet dr
104055,United_States_of_America,76821,ballinger memorial hospital,tx,ballinger,RUNNELS,(325) 365-2531,Critical Access Hospitals,Government - Hospital District or Authority,21646,608 avenuee b
104056,United_States_of_America,76825,heart of texas memorial hospital,tx,brady,MC CULLOCH,(325) 597-2901,Critical Access Hospitals,Voluntary non-profit - Private,30551,2008 nineroad
104057,United_States_of_America,76834,coleman county medical center company,tx,coleman,COLEMAN,(325) 625-2135,Critical Access Hospitals,Government - Hospital District or Authority,19443,310 southpecos streeteet
104058,United_States_of_America,76837,concho county hospital,tx,eden,CONCHO,(915) 869-5911,Critical Access Hospitals,Government - Hospital District or Authority,16594,614 eakerstreet
104059,United_States_of_America,76849,kimble hospital,tx,junction,KIMBLE,(325) 446-3321,Critical Access Hospitals,Government - Hospital District or Authority,30328,349 reid rroad
104060,United_States_of_America,76901,river crest hosp,tx,san angelo,TOM GREEN,(915) 949-5722,Psychiatric,Proprietary,25906,1636 hunteers glen roadoad
104061,United_States_of_America,76903,shannon medical center,tx,san angelo,TOM GREEN,(325) 653-6741,Acute Care Hospitals,Voluntary non-profit - Private,54329,120 east hharris avenuenue
104062,United_States_of_America,76904,san angelo community medical center,tx,san angelo,TOM GREEN,(325) 949-9511,Acute Care Hospitals,Proprietary,47991,3501 knickkerbocker roadroad
104063,United_States_of_America,76932,reagan memorial hospital,tx,big lake,REAGAN,(325) 844-2561,Critical Access Hospitals,Government - Hospital District or Authority,85009,1300 n maiin avenue
104064,United_States_of_America,76936,schleicher county medical center,tx,eldorado,SCHLEICHER,(325) 853-2507,Critical Access Hospitals,Proprietary,63577,102 northus highway 277y 277
104065,United_States_of_America,76950,lillian m hudspeth memorial hospital,tx,sonora,SUTTON,(325) 387-2521,Critical Access Hospitals,Government - Hospital District or Authority,65228,308 hudspeeth
104066,United_States_of_America,77002,st joseph medical center,tx,houston,HARRIS,(713) 757-1000,Acute Care Hospitals,Proprietary,71713,1401 st jjoseph parkwaykway
104067,United_States_of_America,77004,park plaza hospital,tx,houston,HARRIS,(713) 527-5019,Acute Care Hospitals,Proprietary,51551,1313 hermaann dr
104068,United_States_of_America,77008,memorial hermann hospital system,tx,houston,HARRIS,(713) 448-6796,Acute Care Hospitals,Voluntary non-profit - Private,55652,1635  nortth loop westst
104069,United_States_of_America,77015,ad hospital east llc,tx,houston,HARRIS,(713) 330-3897,Acute Care Hospitals,Proprietary,67273,12950 eastt freeway suite 100suite 100
104070,United_States_of_America,77021,harris cty psychiatric ctr,tx,houston,HARRIS,(713) 741-5000,Psychiatric,Government - State,71899,2800 macgrregor way
104071,United_States_of_America,77024,memorial hermann memorial city medical center,tx,houston,HARRIS,(713) 242-3000,Acute Care Hospitals,Voluntary non-profit - Private,94081,921 gessneer
104072,United_States_of_America,77030,chi st lukes health baylor college of medicine me,tx,houston,HARRIS,(832) 355-1000,Acute Care Hospitals,Voluntary non-profit - Church,49692,7200 cambrridge 11th floorh floor
104073,United_States_of_America,77030,houston methodist hospital,tx,houston,HARRIS,(713) 790-2221,Acute Care Hospitals,Voluntary non-profit - Private,87129,6565 fanniin
104075,United_States_of_America,77030,shriners hospitals for children,tx,houston,HARRIS,(713) 797-1616,Childrens,Voluntary non-profit - Other,33638,6977 mainstreet
104076,United_States_of_America,77030,texas childrens hosp,tx,houston,HARRIS,(832) 824-1000,Childrens,Voluntary non-profit - Private,71381,6621 fanniin street
104077,United_States_of_America,77030,texas orthopedic hospital,tx,houston,HARRIS,(713) 799-8600,Acute Care Hospitals,Voluntary non-profit - Other,94934,7401 southh main streeteet
104078,United_States_of_America,77054,harris health system,tx,houston,HARRIS,(713) 566-6417,Acute Care Hospitals,Government - Hospital District or Authority,29166,2525 hollyy hall
104080,United_States_of_America,77054,womans hospital of texasthe,tx,houston,HARRIS,(713) 790-1234,Acute Care Hospitals,Proprietary,11631,7600 fanniin
104081,United_States_of_America,77058,houston methodist st john hospital,tx,nassau bay,HARRIS,(281) 333-5503,Acute Care Hospitals,Voluntary non-profit - Private,52305,18300 st jjohn drive
104082,United_States_of_America,77070,first texas hospital,tx,houston,HARRIS,(844) 264-1435,Acute Care Hospitals,Proprietary,66581,9922 louettta rd
104083,United_States_of_America,77070,houston methodist willowbrook hospital,tx,houston,HARRIS,(281) 477-1000,Acute Care Hospitals,Voluntary non-profit - Private,29414,18220 tombball parkwayay
104084,United_States_of_America,77070,st lukes hospital at the vintage,tx,houston,HARRIS,(832) 534-5000,Acute Care Hospitals,Proprietary,53835,20171 chassewood park drivek drive
104085,United_States_of_America,77074,west oaks hospital,tx,houston,HARRIS,(713) 995-0909,Psychiatric,Proprietary,13158,6500 hornwwood
104086,United_States_of_America,77080,houston behavioral healthcare hospital llc,tx,houston,HARRIS,(832) 834-7710,Psychiatric,Proprietary,72911,2801 gessnner road
104087,United_States_of_America,77081,behavioral hospital of bellaire,tx,houston,HARRIS,(713) 600-9500,Psychiatric,Proprietary,75174,5314 dashwwood suite 200e 200
104088,United_States_of_America,77082,hca houston healthcare west,tx,houston,HARRIS,(281) 588-8080,Acute Care Hospitals,Proprietary,14377,12141 richhmond ave
104089,United_States_of_America,77082,healthbridge childrenss hospital of houston,tx,houston,HARRIS,(281) 293-7774,Childrens,Proprietary,31841,2929 woodlland park drivedrive
104090,United_States_of_America,77090,cypress creek hospital,tx,houston,HARRIS,(281) 586-7600,Psychiatric,Proprietary,77370,17750 calii drive
104091,United_States_of_America,77090,hca houston healthcare northwest,tx,houston,HARRIS,(281) 440-1000,Acute Care Hospitals,Proprietary,57290,710 cypresss creek parkwayarkway
104092,United_States_of_America,77090,intracare north hospital,tx,houston,HARRIS,(281) 893-7200,Psychiatric,Voluntary non-profit - Private,62421,1120 cypreess station drn dr
104093,United_States_of_America,77090,providence hospital of north houston llc,tx,houston,HARRIS,(281) 453-7916,Acute Care Hospitals,Proprietary,82860,16750 redoak drive
104095,United_States_of_America,77091,united memorial medical center,tx,houston,HARRIS,(713) 691-1111,Acute Care Hospitals,Physician,54078,510 w tidwwell
104096,United_States_of_America,77094,houston methodist west hospital,tx,houston,HARRIS,(832) 522-1000,Acute Care Hospitals,Voluntary non-profit - Private,23802,18500 katyy freeway
104097,United_States_of_America,77304,aspire behavioral health of conroe llc,tx,conroe,MONTGOMERY,(936) 647-3500,Acute Care Hospitals,Physician,51864,2006 southh loop 336 west suiwest suite 500
104098,United_States_of_America,77304,hca houston healthcare conroe,tx,conroe,MONTGOMERY,(936) 539-1111,Acute Care Hospitals,Proprietary,81560,504 medicaal center blvdblvd
104099,United_States_of_America,77325,hca houston healthcare kingwood,tx,kingwood,HARRIS,(281) 359-7500,Acute Care Hospitals,Proprietary,94620,22999 us hhwy 59
104100,United_States_of_America,77327,cleveland emergency hospital,tx,cleveland,LIBERTY,(281) 592-5400,Acute Care Hospitals,Proprietary,85137,1017 s traavis ave
104101,United_States_of_America,77338,humble surgical hospital llc,tx,humble,HARRIS,(281) 964-2100,Acute Care Hospitals,Physician,33254,1475 fm 19960 bypass road eastroad east
104102,United_States_of_America,77338,memorial hermann northeast hospital,tx,humble,HARRIS,(281) 540-7700,Acute Care Hospitals,Voluntary non-profit - Private,73487,18951 memoorial northh
104103,United_States_of_America,77339,kingwood pines hospital,tx,kingwood,HARRIS,(281) 358-1495,Psychiatric,Proprietary,90049,2001 ladbrrook
104104,United_States_of_America,77339,memorial hermann surgical hospital kingwood,tx,kingwood,HARRIS,(281) 312-4000,Acute Care Hospitals,Proprietary,79207,300 kingwoood medical drivel drive
104105,United_States_of_America,77340,huntsville memorial hospital,tx,huntsville,WALKER,(936) 291-3411,Acute Care Hospitals,Voluntary non-profit - Private,28217,110 memoriial hospital driveal drive
104106,United_States_of_America,77351,memorial medical center livingston,tx,livingston,POLK,(936) 327-4381,Acute Care Hospitals,Voluntary non-profit - Private,58850,1717 hwy 559 bypass
104107,United_States_of_America,77375,hca houston healthcare tomball,tx,tomball,HARRIS,(281) 351-1623,Acute Care Hospitals,Proprietary,63151,605 holderrrieth
104108,United_States_of_America,77375,memorial hermann first colony hospital,tx,tomball,HARRIS,(281) 516-0911,Acute Care Hospitals,Proprietary,14425,24429 tombball parkway suiteay suite 100
104109,United_States_of_America,77380,emil j freireich cancer center,tx,shenandoah,MONTGOMERY,(855) 353-2201,Acute Care Hospitals,Proprietary,67431,9201 pineccroft
104110,United_States_of_America,77384,st lukes the woodlands hospital,tx,the woodlands,MONTGOMERY,(936) 266-4050,Acute Care Hospitals,Voluntary non-profit - Private,94271,17200 st llukes way
104112,United_States_of_America,77384,woodland springs,tx,conroe,MONTGOMERY,(936) 270-7520,Psychiatric,Proprietary,92813,15860 oldconroe roadad
104113,United_States_of_America,77385,houston methodist the woodlands hospital,tx,the woodlands,MONTGOMERY,(936) 270-2000,Acute Care Hospitals,Voluntary non-profit - Private,16429,17201 inteerstate 45 southsouth
104114,United_States_of_America,77407,westpark springs llc,tx,richmond,FORT BEND,(832) 535-2770,Psychiatric,Voluntary non-profit - Other,39979,6902 s peeek road
104115,United_States_of_America,77414,matagorda regional medical center,tx,bay city,MATAGORDA,(979) 245-6383,Acute Care Hospitals,Government - Hospital District or Authority,45266,104 7th sttreet
104116,United_States_of_America,77418,bellville st joseph health center,tx,bellville,AUSTIN,(979) 865-3141,Acute Care Hospitals,Government - Hospital District or Authority,13579,44 n cummiings st
104117,United_States_of_America,77429,lone star behavioral health cypress,tx,cypress,HARRIS,(281) 516-6186,Psychiatric,Proprietary,17745,16303 grannt road
104118,United_States_of_America,77434,rice medical center,tx,eagle lake,COLORADO,(979) 234-5571,Critical Access Hospitals,Proprietary,94234,600 southaustin roadad
104119,United_States_of_America,77437,el campo memorial hospital,tx,el campo,WHARTON,(979) 578-5251,Acute Care Hospitals,Voluntary non-profit - Private,70968,303 sandycorner rd
104120,United_States_of_America,77450,oceans behavioral hospital of katy,tx,katy,HARRIS,(281) 492-8888,Psychiatric,Proprietary,47554,455 park ggrove lane
104121,United_States_of_America,77465,palacios community medical center,tx,palacios,MATAGORDA,(361) 972-2511,Critical Access Hospitals,Voluntary non-profit - Private,93140,311 greenavenue
104122,United_States_of_America,77469,oakbend medical center,tx,richmond,FORT BEND,(281) 341-3000,Acute Care Hospitals,Government - Hospital District or Authority,72435,1705 jacksson st
104123,United_States_of_America,77478,st lukes sugar land hospital,tx,sugar land,FORT BEND,(281) 637-7000,Acute Care Hospitals,Voluntary non-profit - Private,82609,1317 lakepointe parkwayrkway
104124,United_States_of_America,77479,houston methodist sugarland hospital,tx,sugar land,FORT BEND,(281) 274-8000,Acute Care Hospitals,Voluntary non-profit - Private,12046,16655 soutthwest freewayeway
104125,United_States_of_America,77479,memorial hermann sugar land hospital,tx,sugar land,FORT BEND,(281) 725-5000,Acute Care Hospitals,Voluntary non-profit - Private,33872,17500 w grrand parkway southay south
104127,United_States_of_America,77480,sweeny community hospital,tx,sweeny,BRAZORIA,(979) 548-3311,Critical Access Hospitals,Government - Hospital District or Authority,56373,305 northmckinney
104129,United_States_of_America,77504,hca houston healthcare southeast,tx,pasadena,HARRIS,(713) 359-1000,Acute Care Hospitals,Proprietary,66290,4000 spenccer hwy
104130,United_States_of_America,77504,surgery specialty hospitals of america se houston,tx,pasadena,HARRIS,(713) 378-3000,Acute Care Hospitals,Proprietary,24474,4301 b vissta
104131,United_States_of_America,77505,st lukes patients medical center,tx,pasadena,HARRIS,(281) 487-0700,Acute Care Hospitals,Physician,65077,4600 eastsam houston parkwayon parkway south
104132,United_States_of_America,77514,bayside community hospital,tx,anahuac,CHAMBERS,(409) 267-3143,Critical Access Hospitals,Government - Hospital District or Authority,23032,200 hospittal drive
104133,United_States_of_America,77521,altus baytown hospital,tx,baytown,HARRIS,(281) 837-7600,Acute Care Hospitals,Physician,93439,1404 w bakker road
104134,United_States_of_America,77521,houston methodist san jacinto hospital,tx,baytown,HARRIS,(281) 420-8600,Acute Care Hospitals,Voluntary non-profit - Private,42190,4401 garthh road
104135,United_States_of_America,77550,shriners hospitals for children,tx,galveston,GALVESTON,(409) 770-6600,Childrens,Voluntary non-profit - Private,10361,815 markett street
104136,United_States_of_America,77555,university of texas medical branch,tx,galveston,GALVESTON,(409) 772-1011,Acute Care Hospitals,Government - State,59074,301 univerrsity boulevardevard
104137,United_States_of_America,77566,brazosport regional health system,tx,lake jackson,BRAZORIA,(979) 297-4411,Acute Care Hospitals,Voluntary non-profit - Private,68285,100 medicaal drive
104138,United_States_of_America,77573,devereux texas treatment network,tx,league city,GALVESTON,(281) 335-1000,Psychiatric,Voluntary non-profit - Private,66480,1150 deverreux dr
104139,United_States_of_America,77575,liberty dayton regional medical center,tx,liberty,LIBERTY,(936) 336-7316,Critical Access Hospitals,Government - Hospital District or Authority,68316,1353 n traavis st
104140,United_States_of_America,77584,hca houston healthcare pearland,tx,pearland,BRAZORIA,(713) 770-7000,Acute Care Hospitals,Proprietary,30477,11100 shaddow creek parkwayparkway
104142,United_States_of_America,77598,houston physicians hospital,tx,webster,HARRIS,(281) 335-1700,Acute Care Hospitals,Physician,55206,333 n texaas avenue
104143,United_States_of_America,77640,the medical center of southeast texas,tx,port arthur,JEFFERSON,(409) 853-5900,Acute Care Hospitals,Physician,18105,2555 jimmyy johnson blvdblvd
104144,United_States_of_America,77665,riceland medical center,tx,winnie,CHAMBERS,(409) 296-6000,Critical Access Hospitals,Proprietary,63575,538 broadwway
104145,United_States_of_America,77701,baptist beaumont hospital,tx,beaumont,JEFFERSON,(409) 212-5012,Acute Care Hospitals,Voluntary non-profit - Private,54307,3080 colleege street
104146,United_States_of_America,77702,christus southeast texas st elizabeth,tx,beaumont,JEFFERSON,(409) 892-7171,Acute Care Hospitals,Voluntary non-profit - Private,88731,2830 caldeer avenue
104147,United_States_of_America,77802,physicians centrethe,tx,bryan,BRAZOS,(979) 731-3100,Acute Care Hospitals,Proprietary,20541,3131 univeersity drive eastve east
104148,United_States_of_America,77802,st joseph regional health center,tx,bryan,BRAZOS,(979) 776-3912,Acute Care Hospitals,Voluntary non-profit - Private,40837,2801 francciscan dr
104150,United_States_of_America,77836,burleson st joseph health center,tx,caldwell,BURLESON,(979) 567-3245,Critical Access Hospitals,Voluntary non-profit - Church,92313,1101 woodsson drive
104151,United_States_of_America,77842,college station medical center,tx,college station,BRAZOS,(979) 764-5151,Acute Care Hospitals,Proprietary,67017,1604 rockprairie roadoad
104152,United_States_of_America,77845,baylor scott  white medical center college stati,tx,college station,BRAZOS,(979) 691-3701,Acute Care Hospitals,Voluntary non-profit - Private,68973,700 scott white driverive
104153,United_States_of_America,77845,rock prairie behavioral health,tx,college station,BRAZOS,(979) 703-8848,Psychiatric,Proprietary,34805,3550 normaand drive
104154,United_States_of_America,77864,madison st joseph health center,tx,madisonville,MADISON,(936) 348-2631,Critical Access Hospitals,Voluntary non-profit - Church,12830,100 west ccross streetet
104155,United_States_of_America,77868,grimes st joseph health center,tx,navasota,GRIMES,(936) 825-6585,Critical Access Hospitals,Voluntary non-profit - Church,66350,210 judsonn st
104157,United_States_of_America,77902,detar healthcare system,tx,victoria,VICTORIA,(361) 575-7441,Acute Care Hospitals,Proprietary,59252,506 e sanantonio stt
104158,United_States_of_America,77954,cuero regional hospital,tx,cuero,DE WITT,(361) 275-6191,Acute Care Hospitals,Government - Hospital District or Authority,13523,2550 n espplanade
104159,United_States_of_America,77957,jackson healthcare center,tx,edna,JACKSON,(361) 782-7800,Critical Access Hospitals,Government - Hospital District or Authority,92862,1013 s wellls
104160,United_States_of_America,77964,lavaca medical center,tx,hallettsville,LAVACA,(361) 798-3671,Critical Access Hospitals,Government - Hospital District or Authority,10854,1400 northh texana streettreet
104161,United_States_of_America,77979,memorial medical center,tx,port lavaca,CALHOUN,(361) 552-6713,Critical Access Hospitals,Government - Local,31777,815 n virgginia streetet
104162,United_States_of_America,77995,yoakum community hospital,tx,yoakum,LAVACA,(361) 293-2321,Critical Access Hospitals,Voluntary non-profit - Private,89993,1200 carlramert driveive
104163,United_States_of_America,78026,methodist hospital south,tx,jourdanton,ATASCOSA,(830) 769-3515,Acute Care Hospitals,Proprietary,50528,1905 hwy 997 east
104164,United_States_of_America,78028,kerrville state hosp,tx,kerrville,KERR,(830) 896-2211,Psychiatric,Government - State,43517,721 thompsson dr
104165,United_States_of_America,78028,peterson regional medical center,tx,kerrville,KERR,(830) 896-4200,Acute Care Hospitals,Voluntary non-profit - Private,58351,551 hill ccountry driveive
104166,United_States_of_America,78041,doctors hospital of laredo,tx,laredo,WEBB,(956) 523-2000,Acute Care Hospitals,Proprietary,40941,10700 mcphherson roadd
104167,United_States_of_America,78044,laredo medical center,tx,laredo,WEBB,(956) 796-5000,Acute Care Hospitals,Proprietary,30054,1700 eastsaunders
104168,United_States_of_America,78061,frio regional hospital,tx,pearsall,FRIO,(830) 334-3617,Critical Access Hospitals,Voluntary non-profit - Private,77225,200 s ih 335
104169,United_States_of_America,78102,christus spohn hospital beeville,tx,beeville,BEE,(361) 354-2000,Acute Care Hospitals,Voluntary non-profit - Church,64646,1500 e houuston hwy
104170,United_States_of_America,78114,connally memorial medical center,tx,floresville,WILSON,(830) 393-1300,Acute Care Hospitals,Government - Hospital District or Authority,58992,499 10th sstreet
104171,United_States_of_America,78119,otto kaiser memorial hospital,tx,kenedy,KARNES,(830) 583-3401,Critical Access Hospitals,Government - Hospital District or Authority,26931,3349 s higghway 181
104172,United_States_of_America,78130,resolute health hospital,tx,new braunfels,COMAL,(469) 839-6778,Acute Care Hospitals,Proprietary,66532,555 creeksside xing
104173,United_States_of_America,78155,guadalupe regional medical center,tx,seguin,GUADALUPE,(830) 379-2411,Acute Care Hospitals,Voluntary non-profit - Other,59728,1215 e couurt st
104174,United_States_of_America,78205,baptist medical center,tx,san antonio,BEXAR,(210) 297-8256,Acute Care Hospitals,Proprietary,13366,111 dallass street
104175,United_States_of_America,78205,nix health care system,tx,san antonio,BEXAR,(210) 271-2188,Acute Care Hospitals,Proprietary,90311,414 navarrro suite 600600
104176,United_States_of_America,78207,childrens hospital of san antonio,tx,san antonio,BEXAR,(210) 704-3342,Childrens,Voluntary non-profit - Private,52983,333 n santta rosa st
104177,United_States_of_America,78223,san antonio state hospital,tx,san antonio,BEXAR,(210) 531-7711,Psychiatric,Government - State,68233,6711 s neww braunfels aves ave
104178,United_States_of_America,78223,texas center for infectious disease,tx,san antonio,BEXAR,(210) 534-8857,Acute Care Hospitals,Government - State,22225,2303 se miilitary dr p o box 2p o box 23340
104179,United_States_of_America,78224,southwest general hospital,tx,san antonio,BEXAR,(210) 921-2000,Acute Care Hospitals,Physician,17122,7400 barliite blvd
104180,United_States_of_America,78229,christus santa rosa medical center,tx,san antonio,BEXAR,(210) 704-3342,Acute Care Hospitals,Voluntary non-profit - Church,56284,2827 babcoock road
104181,United_States_of_America,78229,methodist hospital,tx,san antonio,BEXAR,(210) 575-4000,Acute Care Hospitals,Proprietary,51707,7700 floydd curl dr
104182,United_States_of_America,78229,university health system,tx,san antonio,BEXAR,(210) 358-2637,Acute Care Hospitals,Government - Hospital District or Authority,33538,4502 mediccal dr
104183,United_States_of_America,78232,baptist emergency hospital,tx,san antonio,BEXAR,(210) 402-4092,Acute Care Hospitals,Proprietary,60364,16088 sanpedro
