SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,Unnamed: 15,CONCAT_ADDRESS
8246,CDM,PRA,AP32788-15-101 Extension Study,28001,1-1N4CYT4,Italy,istituto di ricovero e cura a carattere scientifico  istituto europeo di oncologia,milano,milano,20141,,386,dipartimento oncologia toracicavia giuseppe ripamonti 435
8247,CDM,PPD,TAK-788-3001,28005,,Italy,istituto europeo di oncologia,lombardia,milan,20141,,387,via ripamonti 435divisione di oncologia toracica
8249,CDM,PRA,Brigatinib-2002,28007,1-1KAJK2C,Italy,istituto europeo di oncologia,milano,milano,20141,,389,dipartimento oncologia toracicavia giuseppe ripamonti 435
8254,CDM,IQVIA,161505,291,1-34DE82E,Italy,casa di cura del policlinico,milano,milano,20144,,394,via dezza 49
8256,CDM,PPD,SHP675-301,1-3P63B74,,Italy,asst santi paolo e carlo  ospedale san carlo borromeo,lombardia,milano,20153,,396,via pio ii 3
8257,CDM,PPD,SHP643-402,120,,Italy,asst fatebenefratelli sacco  ospedale luigi sacco,lombardia,milano,20157,,397,via g b grassi 74dipartimento di scienze biomediche e cliniche luigi sacco
8260,CDM,IQVIA,MLN0002SC-3031,28018,1-1T9RCXL,Italy,azienda socio sanitaria territoriale fatebenefratelli presidio ospedale sacco,milano,milano,20157,,400,via g b grassi 74padiglione 20uo farmacia1° piano
8262,CDM,IQVIA,SHP643-303,170,1-4XZJL8Y,Italy,azienda socio sanitaria territoriale fatebenefratelli presidio ospedale sacco,milano,milano,20157,,402,via gb grassi 74
8264,CDM,PPD,TAK-079-1005,1-5D87TDO,,Italy,asst grande ospedale metropolitano niguarda  presidio ospedaliero ospedale niguarda ca granda,lombardia,milan,20162,,404,piazza ospedale maggiore 3centro clinico nemo
8265,CDM,PPD,C16019,28910,,Italy,asst grande ospedale metropolitano niguarda  presidio ospedaliero ospedale niguarda ca granda,lombardia,milano,20162,,405,pzza ospedale maggiore 3sc ematologia
8268,CDM,PPD,P2002,1-5PK158Z,,Italy,asst grande ospedale metropolitano niguarda  presidio ospedaliero ospedale niguarda ca granda,milano,milano,20162,,408,piazza ospedale maggiore 1dipartimento cardiologico a de gasperis divisione di cardiologia 4
8270,CDM,PPD,C16029,1-Y2IEZP,,Italy,asst grande ospedale metropolitano niguarda  presidio ospedaliero ospedale niguarda ca granda,milano,milano,20162,,410,piazza ospedale maggiore 3sc ematologia
8273,CDM,PRA,C34004,28003,1-1C8CB8Z,Italy,azienda socio sanitaria territoriale grande ospedale metropolitano niguarda,milano,milano,20162,,413,div di ematologia e utmopzza ospedale maggiore 3blocco sud terzo piano
8275,CDM,IQVIA,161505,288,1-2O2TDJH,Italy,azienda socio sanitaria territoriale niguarda grande ospedale metropolitano niguarda,milano,milano,20162,,415,piazza ospedale maggiore 3
8277,CDM,PPD,Pevonedistat-2001,w1-D8UZQ2,,Italy,azienda ulss 3 serenissima,venezia,zelarino,20174,,417,via paccagnella 11unità operativa complessa ematologiaospedale dell angelo
8278,CDM,PPD,MLN0002-3024,3024-28004,,Italy,asst di monza  azienda ospedaliera san gerardo,lombardia,monza,20900,,418,via donizetti 106unità operativa di neurochirurgia
8281,CDM,PPD,SHP647-305,305-148,,Italy,asst di monza  azienda ospedaliera san gerardo,lombardia,monza,20900,,421,via giovanbattista pergolesi 33uoc gastroenterologia
8290,CDM,PPD,P2002,28005,,Italy,asst di monza  azienda ospedaliera san gerardo,lombardia,monza,20900,,430,via pergolesi 33
8291,CDM,PPD,Brigatinib-1002,1-67MXYCU,,Italy,asst di monza  azienda ospedaliera san gerardo,monza e brianza,monza,20900,,431,via pergolesi 33ematologia pediatrica
8293,CDM,PRA,AP26113-13-301,598,1-1FC2ATK,Italy,azienda ospedaliera san gerardo di monza,milano,milano,20900,,433,struttura complessa oncologia medicaazienda ospedaliera sgerardo monzavia pergolesi 33
8294,CDM,PPD,Ponatinib-1501,28002,,Italy,fondazione mbbm monza e brianza per il bambino e la sua mamma  co centro maria letizia verga,lombardia,monza,20900,,434,via cadoreclinica pediatrica11 piano  settore c
8297,CDM,PPD,P2002,1-5M0H8O0,,Italy,asst dei sette laghi  ospedale di circolo e fondazione macchi,lombardia,varese,21100,,437,viale borri  57
8298,CDM,PPD,SHP647-305,305-142,,Italy,asst dei sette laghi  ospedale di circolo e fondazione macchi,lombardia,varese,21100,,438,viale luigi borri 57
8305,CDM,PPD,SHP647-301,301-154,,Italy,ospedale valduce,lombardia,como,22100,,445,via dante alighieri 11div di gastroenterologia
8312,CDM,PPD,C16019,1-4KXM3S,,Italy,asst papa giovanni xxiii  azienda ospedaliera papa giovanni xxiii,lombardia,bergamo,24127,,452,piazza oms 1
8313,CDM,PPD,C16021,1-RCFMT6,,Italy,asst papa giovanni xxiii  azienda ospedaliera papa giovanni xxiii,lombardia,bergamo,24127,,453,piazza oms 1uo ematologia
8314,CDM,PPD,TAK-007-2001,1-87ARZ5Q,,Italy,asst papa giovanni xxiii  azienda ospedaliera papa giovanni xxiii,lombardia,bergamo,24127,,454,piazza oms 1uo ematologia con trapianto
8316,CDM,PRA,C34004,28001,1-1C86O4M,Italy,azienda ospedaliera papa giovanni xxiii,lombardia,bergamo,24127,,456,usc ematologiapiazza organizzazione mondiale della sanit 1torre 6  4 piano
8317,CDM,IQVIA,281102,010,1-2V4MDJ3,Italy,azienda socio sanitaria territoriale papa giovanni xxiii presidio papa giovanni xxiii,bergamo,bergamo,24127,,457,piazza oms 1neurologia
8319,CDM,PPD,SHP647-305,1-16352JD,,Italy,asst papa giovanni xxiii  azienda ospedaliera papa giovanni xxiii,lombardia,bergamo,24128,,459,piazza oms 1gastroenterologia 2  endoscopia digestiva
8322,CDM,PPD,C16019,28914,,Italy,asst degli spedali civili di brescia  spedali civili di brescia  incipit  pin,brescia,brescia,25123,,462,piazzale spedali civili 1uo ematologia
8323,CDM,PPD,TAK-079-1004,1-5R1ZUYD,,Italy,asst degli spedali civili di brescia  spedali civili di brescia  incipit  pin,lombardia,brescia,25123,,463,pazzale spedali civili 1uo ematologia
8324,CDM,PPD,P2002,1-5M0SGOR,,Italy,asst degli spedali civili di brescia  spedali civili di brescia  incipit  pin,lombardia,brescia,25123,,464,piazza spedali civili 1uo ematologia con trapianto
8330,CDM,IQVIA,161302,161302-504,1-27GXI9N,Italy,azienda socio sanitaria territoriale degli spedali civili di brescia,brescia,brescia,25123,,470,piazzale spedali civili sn
8332,CDM,PRA,C31004,28010,1-1C5QLJS,Italy,spedali civili di brescia,brescia,brescia,25123,,472,unit di ostetricia e ginecologiapiazza spedali civili 1
8333,CDM,IQVIA,TAK-831-2002,28003,1-45LSMHS,Italy,azienda socio sanitaria territoriale degli spedali civili di brescia presidio spedali civili,brescia,brescia,25124,,473,ple spedali civili 1ple spedali civili  1
8334,CDM,PPD,Pevonedistat-3001,1-16QY90L,,Italy,asst di cremona  azienda socio sanitaria territoriale di cremona,lombardia,cremona,26100,,474,largo priori 1unità operativa cardiologia
8335,CDM,PPD,C16011,28001,,Italy,fondazione irccs policlinico san matteo di pavia,lombardia,pavia,2710,,475,viale golgi 19amyloidosis research  treatment center
8336,CDM,ICON,C16007,,63126,Italy,amyloidosis research  treatment center fondazione irccs policlinico san matteo,italy,pavia,27100,,476,viale golgi 19
8337,CDM,PPD,TAK-079-1005,1-63ZEFER,,Italy,asst di pavia  fondazione istituto neurologico  mondino irccs,pavia,pavia,27100,,477,via mondino 2ss di neurooncologia
8338,CDM,IQVIA,C25004,28005,1-272ZSEH,Italy,fondazione irccs policlinico san matteo,pavia,pavia,27100,,478,piazzale golgi19
8339,CDM,IQVIA,241501,126,1-2SW2WN5,Italy,fondazione irccs policlinico san matteo,pavia,pavia,27100,,479,viale camillo golgi 19
8341,CDM,PPD,C16029,1-Y42CGZ,,Italy,fondazione irccs policlinico san matteo di pavia,lombardia,pavia,27100,,481,ple golgi 19sc ematologia
8343,CDM,PPD,SHP607-202,1-15LNM2X,,Italy,fondazione irccs policlinico san matteo di pavia,lombardia,pavia,27100,,483,piazzale golgi 19
8344,CDM,PPD,MLN0002-3024,1-7K1AWII,,Italy,fondazione irccs policlinico san matteo di pavia,lombardia,pavia,27100,,484,via ferrata 8medicina nucleare
8348,CDM,PPD,SHP647-303,303-145,,Italy,fondazione irccs policlinico san matteo di pavia,pavia,pavia,27100,,488,viale golgi 19macro attività complessa ambulatori  medicina generale i
8350,CDM,PPD,Pevonedistat-2001,w1-E5FZOQ,,Italy,fondazione irccs policlinico san matteo di pavia,pavia,pavia,27100,,490,viale golgi 19dipartimento oncoematologico
8353,CDM,IQVIA,161505,290,1-34DE81F,Italy,fondazione istituto neurologico casimiro mondino,pavia,pavia,27100,,493,via mondino 2
8355,CDM,PPD,Pevonedistat-2001,w1-IPDFG8,,Italy,aou maggiore della carità,piemonte,novara,28100,,495,corso giuseppe mazzini 18universita degli studi del piemonte orientale amedeo avogadro
8356,CDM,PPD,P2002,1-5M0SGR7,,Italy,aou maggiore della carità,piemonte,novara,28100,,496,corso mazzini 18struttura complessa a direzione universitaria ematologia
8357,CDM,PPD,Pevonedistat-1016,1-3LK7HWP,,Italy,aou maggiore della carità,piemonte,novara,28100,,497,corso mazzini 18
8358,CDM,PPD,SHP647-302,1-18ZI7DM,,Italy,aou maggiore della carità,piemonte,novara,28100,,498,corso mazzini 18gastroenterologia
8368,CDM,PRA,C34004,28006,1-1C86NZY,Italy,azienda ospedalierouniversitaria,novara,novara,28100,,508,struttura complessa direzione universitaria ematologia scdu ematologiacorso mazzini 18
8369,CDM,PPD,Pevonedistat-3001,1-16QY945,,Italy,azienda ulss 3 serenissima,veneto,venezia,30100,,509,via paccagnella 11uo di ematologiaospedale dell angelo
8370,CDM,PPD,Pevonedistat-3001,1-186CPFW,,Italy,azienda ulss 3 serenissima,veneto,venezia,30174,,510,via don federico tosatto 147
8371,CDM,PRA,Ponatinib-3001,28001,1-1KR0TZH,Italy,ospedale dellangelo,venezia,mestre,30174,,511,dipartimento di ematologiavia don federico tosatto 147
8373,CDM,PPD,SHP620-302,609,,Italy,ospedale dellangelo,venezia,venezia mestre,30174,,513,via paccagnella  11uo ematologia
8374,CDM,IQVIA,201601,814,1-307DIET,Italy,presidio ospedaliero di castelfranco veneto,castelfranco veneto,treviso,31033,,514,via dei carpani 16
8375,CDM,IQVIA,201501,814,1-2HR4YGJ,Italy,presidio ospedaliero di castelfranco veneto,castelfranco veneto,treviso,31033,,515,via ospedale 18
8377,CDM,PPD,SHP607-203,154,,Italy,presidio ospedaliero di treviso ca foncello,veneto,treviso,31100,,517,piazza ospedale 1uoc terapia intensiva neonatale
8378,CDM,PPD,TAK-788-3001,28009,,Italy,centro di riferimento oncologico,pordenone,aviano,33081,,518,via franco gallini 2struttura operativa complessa di oncologia medica b
8379,CDM,PRA,Brigatinib-3001,28002,1-1L6OLJ8,Italy,centro di riferimento oncologico di aviano,pordenone,aviano,33081,,519,oncologia medicacentro oncologico avianovia gallini 2
8383,CDM,PRA,C34004,28005,1-1C8BKUJ,Italy,azienda ospedaliero universitaria santa maria della misericordia di udine,udine,udine,33100,,523,clinica ematologicapiazzale santa maria della misericordia 15
8384,CDM,IQVIA,161505,282,1-2O2RTYJ,Italy,azienda ospedalierouniversitaria santa maria della misericordia,udine,udine,33100,,524,ple smaria della misericordia 15
8386,CDM,PPD,SHP620-303,613,,Italy,azienda sanitaria universitaria integrata di udine  po universitario santa maria della misericordia,friulivenezia giulia,udine,33100,,526,piazzale s maria della misericordiaclinica malattie infettive
8389,CDM,PPD,Pevonedistat-3001,1-16QY8WN,,Italy,azienda sanitaria universitaria integrata di udine  po universitario santa maria della misericordia,udine,udine,33100,,529,piazzale s maria della misericordiaclinica ematologica4° piano
8393,CDM,PPD,MLN0002-3024,1-7K1AWJH,,Italy,irccs materno infantile burlo garofolo  incipit  pin,friulivenezia giulia,trieste,34137,,533,via dellistria 651laboratorio di diagnostica avanzata e traslazionale
8394,CDM,IQVIA,SHP643-303,172,1-4S2B7HD,Italy,azienda ospedaliera di padova,padova,padova,35100,,534,via giustiniani 2
8396,CDM,PPD,MLN0002-3025,3025-28003,,Italy,universita degli studi di padova,veneto,padova,35122,,536,via 8 febbraio 2unità operativa medicina generale patologia speciale
8397,CDM,PPD,Alofisel-5004,605,,Italy,azienda ospedale università padova  dipartimento salute della donna e del bambino  incipit  pin,veneto,padova,35128,,537,via giustiniani 2dipartimento di scienze chirurgiche e gastroenterologiche  sezione di gastroenterologia
8398,CDM,PPD,SHP620-303,1-1K3HTD8,,Italy,azienda ospedale università padova  dipartimento salute della donna e del bambino  incipit  pin,veneto,padova,35128,,538,via giustiniani 2unità operativa malattie infettive e tropicali
8400,CDM,PPD,Vedolizumab-4013,1-MINGRL,,Italy,azienda ospedale università padova  dipartimento salute della donna e del bambino  incipit  pin,veneto,padova,35128,,540,via giustiniani 2clinica gastroenterologica6° piano monoblocco
8406,CDM,PPD,SHP647-307,307-155,,Italy,azienda ospedale università padova  dipartimento salute della donna e del bambino  incipit  pin,veneto,padova,35128,,546,via giustiniani 2uoc gastroenterologia
8417,CDM,IQVIA,161505,280,1-2O2RTX2,Italy,azienda ospedaliera di padova,padova,padova,35128,,557,presso azienda ospedaliera di padovavia giustiniani 1
8420,CDM,IQVIA,071102,384,1-2OWS7E1,Italy,azienda ospedaliera di padova,padova,padova,35128,,560,via giustiniani 1
8423,CDM,IQVIA,241501,117,1-2SW0CP7,Italy,azienda ospedaliera di padova,padova,padova,35128,,563,via roma 67
8426,CDM,PRA,C31005,28006,1-1BVWP7N,Italy,istituto di ricovero e cura a carattere scientifico istituto oncologico veneto,padova,padova,35128,,566,oncologia medica 1istituto oncologico veneto iov irccsvia gattamelata 64
8427,CDM,PPD,SHP-607-201,033,,Italy,azienda ospedale università padova  dipartimento salute della donna e del bambino  incipit  pin,veneto,padova,35238,,567,via giustiniani 3università di padova
8428,CDM,PPD,C16029,1-YWQSSO,,Italy,azienda ulss 8 berica  ospedale san bortolo,veneto,vicenza,36100,,568,via rodolfi 37uo ematologia
8431,CDM,IQVIA,201601,816,1-2ZJ6082,Italy,ospedale san bortolo di vicenza,vicenza,vicenza,36100,,571,viale rodolfi 37
8433,CDM,PPD,SHP620-302,1-B8RE1EJ,,Italy,azienda ulss 8 berica  ospedale san bortolo,veneto,vicenza,361000,,573,viale rodolfi 37uoc ematologia
8435,CDM,PPD,SHP647-305,305-146,,Italy,ospedale sacro cuore don calabria,veneto,negrar,37024,,575,via don a sempreboni 5
8437,CDM,PPD,SHP647-303,303-146,,Italy,ospedale sacro cuore don calabria,veneto,negrar,37024,,577,via don a sempreboni 5gastroenterologia
8442,CDM,PPD,SHP675-301,1-7GM66PH,,Italy,centro ricerche cliniche di verona,veneto,verona,37124,,582,piazzale la scuro 10co policlinico gb rossi
8443,CDM,PPD,SHP620-303,1-TJ31RN,,Italy,azienda ospedaliera universitaria integrata di verona,veneto,verona,37126,,583,piazzale stefani 1
8444,CDM,PPD,SHP675-301,1-78GKRMV,,Italy,azienda ospedaliera universitaria integrata di verona,verona,verona,37126,,584,piazzale aristide stefani 1
8445,CDM,PRA,AP24534-14-203,687,1-1FD38E4,Italy,aoui  ospedale policlinico giambattista rossi di borgo roma,verona,verona,37134,,585,dipartimento di ematologiapiazzale l e a scuro 10
8446,CDM,PPD,SHP620-302,610,,Italy,azienda ospedaliera universitaria integrata di verona,veneto,verona,37134,,586,piazzale la scuro 10uo ematologia
8447,CDM,PPD,SHP620-302,1-SV833E,,Italy,policlinico gb rossi,veneto,verona,37134,,587,piazzale l a scuro 10
8448,CDM,IQVIA,TAK-994-1501,28001,1-4YD1T6M,Italy,università di bolognaclinica neurologicadipartimento di scienze neurologiche,bologna,bologna,40123,,588,irccs isnb uoc clinica neurologica ospedale bellaria
8449,CDM,PPD,MLN0002-3025,3025-28007,,Italy,azienda usl di bologna,emiliaromagna,bologna,40133,,589,largo bartolo nigrisoli 2ospedale maggiorepediatria
8451,CDM,IQVIA,MLN0002SC-3031,28016,1-1T43VE0,Italy,azienda ospedaliera universitaria policlinico santorsola malpighi,bologna,bologna,40138,,591,via massarenti 11
8454,CDM,IQVIA,TED-R13-002,0700,1-26WWAOU,Italy,azienda ospedaliera universitaria policlinico santorsola malpighi,bologna,bologna,40138,,594,via massarenti 9policlinico sorsolamalpighipoli building 11
8456,CDM,PPD,SHP647-305,1-XL73U2,,Italy,azienda ospedaliero universitaria di bologna  policlinico s orsola malpighi,bologna,bologna,40138,,596,via massarenti 9uo di gastroenterologia ed endoscopia digestiva
8461,CDM,PPD,Pevonedistat-2001,28001,,Italy,azienda ospedaliero universitaria di bologna  policlinico s orsola malpighi,bologna,bologna,40138,,601,via massarenti 9istituto di ematologia lorenzo e ariosto seragnoli
8462,CDM,PPD,TAK-079-1004,28404,,Italy,azienda ospedaliero universitaria di bologna  policlinico s orsola malpighi,bologna,bologna,40138,,602,via massarenti 9unità operativa di ematologia
8463,CDM,PPD,SHP607-202,1-1DF1PZR,,Italy,azienda ospedaliero universitaria di bologna  policlinico s orsola malpighi,emiliaromagna,bologna,40138,,603,via massarenti 13uo semplice terapia intensiva neonatale
8464,CDM,PPD,C16029,28002,,Italy,azienda ospedaliero universitaria di bologna  policlinico s orsola malpighi,emiliaromagna,bologna,40138,,604,via massarenti 9uo ematologia cavo
8466,CDM,PPD,SHP647-305,305-147,,Italy,azienda ospedaliero universitaria di bologna  policlinico s orsola malpighi,emiliaromagna,bologna,40138,,606,via massarenti 9struttura semplice dipartimentale per le malattie infiammatorie croniche intestinali
8467,CDM,PPD,Pevonedistat-1016,1-3LK7HQE,,Italy,azienda ospedaliero universitaria di bologna  policlinico s orsola malpighi,emiliaromagna,bologna,40138,,607,via massarenti 9istituto di ematologia lorenzo e ariosto seragnoli
8468,CDM,PPD,C16010,28003,,Italy,azienda ospedaliero universitaria di bologna  policlinico s orsola malpighi,emiliaromagna,bologna,40138,,608,via massarenti 9dipartimento di medicina interna e gastroenterologia
8469,CDM,PPD,C16021,28110,,Italy,azienda ospedaliero universitaria di bologna  policlinico s orsola malpighi,emiliaromagna,bologna,40138,,609,via massarenti 9dipartimento di ematologia e scienze oncologiche
8485,CDM,PRA,AP26113-13-301,784,1-1GE4VDC,Italy,azienda ospedaliero universitaria di bologna policlinico santorsolamalpighi,bologna,bologna,40138,,625,unita operativa oncologia medicavia albertoni 15padiglione 2
8489,CDM,PPD,TAK-007-2001,1-9KOYQ13,,Italy,istematologia e oncologia medica le aseragnoli,emiliaromagna,bologna,40138,,629,via massarenti 9idsinvestigational drug servicefloor 0  building n 19
8490,CDM,PRA,Brigatinib-1001,28003,1-1KJDA0E,Italy,policlinico santorsola malpighi,bologna,bologna,40138,,630,unita operativa medicina internavia albertoni 15
8491,CDM,PRA,TAK-041-2001,Muratori,1-1L8J9UC,Italy,irccs istituto delle scienze neurologiche di bologna,bologna,bologna,40139,,631,via altura 3
8492,CDM,PPD,SHP620-303,1-TJ7MLI,,Italy,azienda ospedaliero universitaria di modena policlinico,emiliaromagna,modena,41100,,632,via del pozzo 71
8493,CDM,PPD,C16029,1-Y42KQY,,Italy,azienda ospedaliero universitaria di modena policlinico,emiliaromagna,modena,41100,,633,via del pozzo 71sc ematologia
8495,CDM,PPD,Pevonedistat-2001,w1-IPDFFV,,Italy,universita degli studi di modena e reggio emilia  modena,emiliaromagna,modena,41121,,635,via universita 4sc ematologia
8496,CDM,IQVIA,MLN0002SC-3031,28011,1-1SEBMYH,Italy,aou policlinico di modena,modena,modena,41124,,636,via del pozzo 71ingresso 2  piano  4laboratorio of gastroenterologia
8498,CDM,ICON,C25003,,87000,Italy,azienda ospedaliero  universitaria policlinico di modena,modena,modena,41124,,638,via del pozzo 71
8499,CDM,PPD,SHP647-304,304-157,,Italy,azienda ospedaliero universitaria di modena policlinico,emiliaromagna,modena,41124,,639,via del pozzo 71uc gastroenterologia
8507,CDM,PPD,C16029,28006,,Italy,arcispedale santa maria nuova,emiliaromagna,reggio emilia,42123,,647,via risorgimento 80struttura complessa di  ematologia
8509,CDM,PRA,Ponatinib-3001,28004,1-1L9MVI7,Italy,arcispedale santa maria nuova,reggio nella emilia,reggio emilia,42123,,649,viale risorgimento 80
8510,CDM,PPD,C16019,1-9XD9R8,,Italy,azienda ospedaliero universitaria di parma,emiliaromagna,parma,43100,,650,via gramsci 14dipartimento oncoematologico internisticostruttura complessa oncologia medica
8513,CDM,PRA,Brigatinib-2002,28006,1-1KAJK5U,Italy,azienda ospedaliero universitaria di parma,parma,parma,43126,,653,oncologia medicavia gramsci 14
8517,CDM,PRA,TAK-906-2002,28006,1-1LDDM4N,Italy,azienda ospedalierouniversitaria di ferrara,ferrara,ferrara,44100,,657,corso giovecca 203
8518,CDM,PPD,Pevonedistat-3001,1-16QY8YG,,Italy,azienda ospedalierouniversitaria di ferrara  arcispedale sant anna,ferrara,cona,44124,,658,via aldo moro 8uo di ematologia
8519,CDM,PPD,TAK-079-1005,1-5D6R9CJ,,Italy,azienda ospedalierouniversitaria di ferrara  arcispedale sant anna,ferrara,cona ferrara,44124,,659,via aldo moro 8uo di oncologia clinica
8520,CDM,ICON,C25001,,266139,Italy,irccs irst meldola,italy,meldola,47014,,660,irccs irst meldola
8521,CDM,PRA,C31004,28003,1-1C5O1I6,Italy,istituto scientifico romagnolo per lo studio e la cura dei tumori,forlicesena,meldola,47014,,661,oncologia medicavia p maroncelli 40
8524,CDM,PRA,Brigatinib-3001,28013,1-1L8BXO9,Italy,istituto scientifico romagnolo per lo studio e la cura dei tumori,forlicesena,meldola,47014,,664,unita operativa toracicavia piero maroncelli 40
8527,CDM,IQVIA,241501,120,1-2SW2WMS,Italy,ospedale m bufalini,cesena,forli  cesena,47028,,667,viale ghirotti 286
8528,CDM,PPD,C16021,28108,,Italy,ospedale infermi di rimini,emiliaromagna,rimini,47900,,668,via settembrini 2dipartimento di oncologia ed oncoematologia
8531,CDM,PPD,C16029,28004,,Italy,ospedale santa maria delle croci,emiliaromagna,ravenna,48100,,671,viale randi 5uo ematologia
8532,CDM,PPD,C16019,28904,,Italy,ospedale santa maria delle croci,ravenna,ravenna,48100,,672,viale randi 5uo ematologia
8535,CDM,PRA,C31004,28009a,1-1G0DYG2,Italy,presidio ospedaliero di lugo,ravenna,ravenna,48100,,675,ausl di ravennaoncologia medicaviale randi 5
8536,CDM,PRA,C31004,28009,1-1C5O19M,Italy,azienda unita sanitaria locale di ravenna,ravenna,ravenna,48121,,676,ospedale santa maria delle crociunit operativa di oncologiaviale randi 5
8537,CDM,PRA,AP26113-13-301,479,1-1FA47VI,Italy,azienda unita sanitaria locale di ravenna,ravenna,ravenna,48121,,677,via alcide de gasperi 8
8538,CDM,PRA,Ponatinib-3001,28007,1-1L9MVJG,Italy,azienda usl della romagna,ravenna,ravenna,48121,,678,uo ematologiaviale vincenzo randi 5
8540,CDM,PPD,TAK-788-3001,28002,,Italy,ospedale santa maria delle croci,emiliaromagna,ravenna,48121,,680,viale randi 5uo oncologia medicaasl6 presidio ospedaliero livorno
8541,CDM,PRA,Brigatinib-1001,28005,1-1K6TW8F,Italy,ospedale santa maria delle croci,ravenna,ravenna,48121,,681,uoc oncologia medicapresidio ospedaliero di ravennaviale randi 5
8543,CDM,PPD,MLN0002-3024,1-8E2ICFM,,Italy,hospital virgen de la concha,zamora,zamora,49022,,683,avenida requejo 35
8544,CDM,PPD,SHP620-303,610,,Italy,azienda ospedaliero universitaria pisana,toscana,pisa,50125,,684,via roma 67unità operativa ematologia
8546,CDM,PPD,SHP675-301,1-8C33IEC,,Italy,azienda ospedaliera universitaria careggi,emiliaromagna,bologna,50134,,686,largo brambilla 3sod malattie emorragiche e della coagulazione
