SR_NUM,COUNTRY,POSTAL_CODE,SITE_NAME,STATE,CITY,COUNTY_NAME,PHONE_NUM,SITE_TYPE,SITE_OWNERSHIP,ACCOUNT_NUM,CONCAT_ADDRESS
100029,United_States_of_America,739,first hospital panamericano,pr,cidra,CIDRA,(787) 739-5555,Psychiatric,Proprietary,28923,state roadd 787 km 1  55
100030,United_States_of_America,780,hospital san cristobal,pr,coto laurel,PONCE,(787) 848-2100,Acute Care Hospitals,Voluntary non-profit - Private,79987,carr 506 kkm 1 0
100031,United_States_of_America,785,hospital menonita guayama,pr,guayama,GUAYANILLA,(787) 864-4300,Acute Care Hospitals,Voluntary non-profit - Church,75731,ave pedroo albizu campos urbampos urb la hacienda
100032,United_States_of_America,791,hima san pablo humacao,pr,humacao,HUMACAO,(787) 852-2424,Acute Care Hospitals,Proprietary,43865,calle fontt martelo 33
100033,United_States_of_America,791,ryder memorial hospital inc,pr,humacao,HUMACAO,(787) 852-0768,Acute Care Hospitals,Voluntary non-profit - Private,55895,355 ave foont marteloo
100034,United_States_of_America,792,hospital oriente,pr,humacao,HUMACAO,(787) 852-0505,Acute Care Hospitals,Proprietary,52012,300 font mmartello streettreet
100035,United_States_of_America,801,roy lester schneider hospitalthe,vi,st thomas,SAINT THOMAS ISLAND,(809) 776-8311,Acute Care Hospitals,Government - Local,30717,9048 sugarr estate
100036,United_States_of_America,820,gov juan f luis hospital  medical ctr,vi,st croix,SAINT CROIX ISLAND,(340) 778-6311,Acute Care Hospitals,Government - State,86124,4007 estdiamond ruby chrisuby christiansted
100037,United_States_of_America,907,presbyterian community hosp,pr,san juan,SAN JUAN,(787) 721-2160,Acute Care Hospitals,Voluntary non-profit - Other,12028,1451 ashfoord avenue
100038,United_States_of_America,909,doctors center hospital san juan,pr,fernandez juncos,SAN JUAN,(787) 723-2950,Acute Care Hospitals,Proprietary,72199,pda 20 c san rafael  1395el  1395
100039,United_States_of_America,910,hospital pavia santurce,pr,fernandez juncos,SAN JUAN,(787) 641-1616,Acute Care Hospitals,Voluntary non-profit - Private,55375,calle proffesor augusto rodrigsto rodriguez 1462
100040,United_States_of_America,912,san jorge childrens hospital inc,pr,san juan,SAN JUAN,(787) 727-1000,Acute Care Hospitals,Proprietary,20128,258 san joorge streett
100041,United_States_of_America,915,metropolitan hospital,pr,san juan,SAN JUAN,(787) 782-9999,Acute Care Hospitals,Proprietary,77379,carretera21 1785 urb las lomrb las lomas
100042,United_States_of_America,918,auxilio mutuo hospital,pr,hato rey,SAN JUAN,(787) 758-2000,Acute Care Hospitals,Voluntary non-profit - Private,47429,ponce de lleon avenue stop 37e stop 37 12
100043,United_States_of_America,919,hospital pavia hato rey inc,pr,hato rey,SAN JUAN,(787) 754-0909,Acute Care Hospitals,Voluntary non-profit - Private,62520,ave poncede leon 43535
100044,United_States_of_America,923,hospital san francisco,pr,san juan,SAN JUAN,(787) 767-5100,Acute Care Hospitals,Proprietary,64340,371 de dieego ave
100045,United_States_of_America,927,hospital universitario de adulto,pr,rio piedras,SAN JUAN,(787) 754-0101,Acute Care Hospitals,Government - State,65504,barrio monnacillos centromedicentromedico
100046,United_States_of_America,928,hima san pablo cupey,pr,san juan,SAN JUAN,(787) 761-8383,Acute Care Hospitals,Proprietary,80290,carr 844 kkm 5 cupey bajobajo
100047,United_States_of_America,928,san juan capestrano  hospital inc,pr,rio piedras,SAN JUAN,(787) 765-2900,Psychiatric,Proprietary,39517,carr 877 kkm 1 6 camino las loino las lomas rr2
100048,United_States_of_America,935,admin de servicios medicos  puerto ric,pr,san juan,SAN JUAN,(787) 777-3535,Acute Care Hospitals,Government - Local,94685,bo monacilllo carr num 22um 22
100049,United_States_of_America,935,hospital oncologico dr isaac gonzalez martinez,pr,san juan,SAN JUAN,(787) 763-4149,Acute Care Hospitals,Voluntary non-profit - Private,80507,bo monaciillos carr 22 centro22 centro medico de puerto ric
100050,United_States_of_America,935,university pediatric hospital,pr,san juan,SAN JUAN,(787) 777-3232,Childrens,Government - State,22501,puerto ricco medical center incenter in rio piedras
100051,United_States_of_America,936,asociacion hospital del maestro inc,pr,san juan,SAN JUAN,(787) 758-6420,Acute Care Hospitals,Voluntary non-profit - Other,53737,sergio cueevas bustamante stremante street 550
100052,United_States_of_America,936,centro cardiovascular,pr,rio piedras,SAN JUAN,(787) 754-8500,Acute Care Hospitals,Government - State,16064,avenida ammerico miranda entranda entrada principal cm
100054,United_States_of_America,956,hospital universitario dr ruiz arnau,pr,bayamon,BAYAMON,(787) 787-5151,Acute Care Hospitals,Government - State,64765,laurel avee santa juanita 100anita 100
100055,United_States_of_America,959,doctors center hospital bayamon,pr,bayamon,BAYAMON,(787) 622-5420,Acute Care Hospitals,Proprietary,87627,9 j streett ext hermanas davilanas davila
100056,United_States_of_America,960,hospital hermanos melendez inc,pr,bayamon,BAYAMON,(787) 620-8181,Acute Care Hospitals,Proprietary,32153,carretera2 km 11 77
100057,United_States_of_America,961,hima san pablo bayamon,pr,bayamon,BAYAMON,(787) 620-4747,Acute Care Hospitals,Proprietary,60995,70 calle ssanta cruz
100058,United_States_of_America,969,professional hospital guaynabo inc,pr,alt de santa,GUAYNABO,(787) 708-6560,Acute Care Hospitals,Proprietary,20847,ave las cuumbres st 199km 1 2199km 1 2
100059,United_States_of_America,979,doctor center hospital san fernando de la carolina,pr,carolina,SAN JUAN,(787) 725-6038,Acute Care Hospitals,Government - State,14037,edif jesuss t pineiro ave ferno ave fernandez juncos bo puebl
100060,United_States_of_America,984,hospital upr dr  federico trilla,pr,carolina,CAROLINA,(787) 757-1800,Acute Care Hospitals,Proprietary,77166,carr 3 km8  3 ave 65th infan65th infanteria       box 6021
100061,United_States_of_America,1040,holyoke medical center,ma,holyoke,HAMPDEN,(413) 534-2500,Acute Care Hospitals,Voluntary non-profit - Private,34134,575 beechstreet
100062,United_States_of_America,1060,cooley dickinson hospital incthe,ma,northampton,HAMPSHIRE,(413) 582-2000,Acute Care Hospitals,Voluntary non-profit - Private,61313,30 locuststreet
100063,United_States_of_America,1069,baystate wing hospital and medical centers,ma,palmer,HAMPDEN,(413) 283-7651,Acute Care Hospitals,Voluntary non-profit - Other,26891,40 wrightstreet
100064,United_States_of_America,1085,baystate noble hospital,ma,westfield,HAMPDEN,(413) 568-2811,Acute Care Hospitals,Voluntary non-profit - Private,29291,115 west ssilver streeteet
100065,United_States_of_America,1104,mercy medical ctr,ma,springfield,HAMPDEN,(413) 748-9000,Acute Care Hospitals,Voluntary non-profit - Private,31829,271 carewstreet
100067,United_States_of_America,1199,baystate medical center,ma,springfield,HAMPDEN,(413) 794-0000,Acute Care Hospitals,Voluntary non-profit - Private,91735,759 chestnnut street
100068,United_States_of_America,1201,berkshire medical center inc  1,ma,pittsfield,BERKSHIRE,(413) 447-2000,Acute Care Hospitals,Voluntary non-profit - Other,21866,725 northstreet
100069,United_States_of_America,1230,fairview hospital,ma,great barrington,BERKSHIRE,(413) 528-0790,Critical Access Hospitals,Voluntary non-profit - Private,80033,29 lewis aavenue
100070,United_States_of_America,1301,baystate franklin medical center,ma,greenfield,FRANKLIN,(413) 773-0211,Acute Care Hospitals,Voluntary non-profit - Private,80871,164 high sstreet
100071,United_States_of_America,1331,athol memorial hospital,ma,athol,WORCESTER,(978) 249-3511,Critical Access Hospitals,Voluntary non-profit - Private,46216,2033 mainstreet
100072,United_States_of_America,1432,nashoba valley medical center,ma,ayer,MIDDLESEX,(978) 784-9000,Acute Care Hospitals,Proprietary,32965,200 grotonn road
100073,United_States_of_America,1434,taravista behavioral health center,ma,devens,WORCESTER,(978) 615-5200,Psychiatric,Proprietary,12197,85 pattonroad
100074,United_States_of_America,1440,heywood hospital ,ma,gardner,WORCESTER,(978) 632-3420,Acute Care Hospitals,Voluntary non-profit - Private,51565,242 greenstreet
100075,United_States_of_America,1453,health alliance  clinton hospital,ma,leominster,WORCESTER,(978) 466-2000,Acute Care Hospitals,Voluntary non-profit - Other,89193,60 hospitaal road
100076,United_States_of_America,1550,harrington memorial hospital1,ma,southbridge,WORCESTER,(508) 765-9771,Acute Care Hospitals,Voluntary non-profit - Private,83557,100 southstreet
100077,United_States_of_America,1604,worcester recovery center and hospital,ma,worcester,WORCESTER,(508) 752-4681,Psychiatric,Government - State,77603,309 belmonnt street
100078,United_States_of_America,1605,adcare hospital of worcester inc,ma,worcester,WORCESTER,(508) 799-9000,Acute Care Hospitals,Proprietary,68927,107 lincolln street
100079,United_States_of_America,1608,st vincent hospital,ma,worcester,WORCESTER,(508) 363-5000,Acute Care Hospitals,Proprietary,75381,123 summerr street
100080,United_States_of_America,1655,umass memorial medical center inc,ma,worcester,WORCESTER,(508) 334-1000,Acute Care Hospitals,Voluntary non-profit - Private,31312,55 lake avvenue northh
100082,United_States_of_America,1742,emerson hospital ,ma,w concord,MIDDLESEX,(978) 369-1400,Acute Care Hospitals,Voluntary non-profit - Private,26153,133 old rooad to 9 acre cornercre corner
100083,United_States_of_America,1752,marlborough hospital,ma,marlborough,MIDDLESEX,(508) 481-5000,Acute Care Hospitals,Voluntary non-profit - Private,49181,157 unionstreet
100084,United_States_of_America,1757,milford regional medical center,ma,milford,WORCESTER,(508) 473-1190,Acute Care Hospitals,Voluntary non-profit - Other,20008,14 prospecct street
100085,United_States_of_America,1803,lahey hospital  medical center burlington,ma,burlington,MIDDLESEX,(781) 744-5100,Acute Care Hospitals,Voluntary non-profit - Private,91894,41  45 maall road
100086,United_States_of_America,1830,whittier pavilion,ma,haverhill,ESSEX,(978) 373-8222,Psychiatric,Proprietary,12299,76 summerstreet
100087,United_States_of_America,1842,lawrence general hospital,ma,lawrence,ESSEX,(978) 683-4000,Acute Care Hospitals,Voluntary non-profit - Private,84711,one generaal street
100088,United_States_of_America,1844,holy family hospital,ma,methuen,ESSEX,(978) 687-0156,Acute Care Hospitals,Proprietary,86323,70 east sttreet
100089,United_States_of_America,1854,lowell general hospital,ma,lowell,MIDDLESEX,(978) 937-6000,Acute Care Hospitals,Voluntary non-profit - Private,46108,295 varnumm avenue
100090,United_States_of_America,1890,winchester hospital,ma,winchester,MIDDLESEX,(781) 729-9000,Acute Care Hospitals,Voluntary non-profit - Private,17350,41 highlannd avenue
100091,United_States_of_America,1915,beverly hospital corporation,ma,beverly,ESSEX,(978) 922-3000,Acute Care Hospitals,Voluntary non-profit - Private,73866,85 herrickk street
100094,United_States_of_America,2062,norwood hospital,ma,norwood,NORFOLK,(781) 769-4000,Acute Care Hospitals,Proprietary,41787,800 washinngton streetet
100095,United_States_of_America,2090,westwood pembroke health systems,ma,westwood,NORFOLK,(617) 762-7764,Psychiatric,Proprietary,75909,45 clapboaardtree streetreet
100097,United_States_of_America,2114,massachusetts eye and ear infirmary ,ma,boston,SUFFOLK,(617) 523-7900,Acute Care Hospitals,Voluntary non-profit - Private,35652,243 charlees street
100098,United_States_of_America,2114,massachusetts general hospital,ma,boston,SUFFOLK,(617) 726-2000,Acute Care Hospitals,Voluntary non-profit - Private,22007,55 fruit sstreet
100099,United_States_of_America,2114,shriners hospital for children  boston the,ma,boston,SUFFOLK,(617) 722-3000,Childrens,Proprietary,63942,51 blossomm street
100100,United_States_of_America,2115,boston childrens hospital,ma,boston,SUFFOLK,(617) 735-6000,Childrens,Voluntary non-profit - Private,67782,300 longwoood avenue
100101,United_States_of_America,2115,brigham and womens hospital,ma,boston,SUFFOLK,(617) 732-5500,Acute Care Hospitals,Voluntary non-profit - Private,46895,75 franciss street
100102,United_States_of_America,2118,boston medical center corporation,ma,boston,SUFFOLK,(617) 638-8000,Acute Care Hospitals,Voluntary non-profit - Private,83132,1 boston mmedical center placenter place
100103,United_States_of_America,2118,dr solomon carter fuller mental health center,ma,boston,SUFFOLK,(617) 626-8700,Psychiatric,Government - State,68801,85 east neewton streetet
100104,United_States_of_America,2120,new england baptist hospital,ma,boston,SUFFOLK,(617) 754-5800,Acute Care Hospitals,Voluntary non-profit - Private,28603,125 parkerr hill avenuenue
100105,United_States_of_America,2124,carney hospital,ma,boston,SUFFOLK,(617) 506-2000,Acute Care Hospitals,Proprietary,38347,2100 dorchhester avenuenue
100106,United_States_of_America,2130,arbour hospital the,ma,boston,SUFFOLK,(617) 522-4400,Psychiatric,Proprietary,16127,49 robinwoood avenue
100107,United_States_of_America,2130,brigham and womens faulkner hospital,ma,boston,SUFFOLK,(617) 983-7000,Acute Care Hospitals,Voluntary non-profit - Private,69433,1153 centrre street
100108,United_States_of_America,2135,franciscan childrens hospital  rehab center,ma,brighton,SUFFOLK,(617) 254-3800,Childrens,Voluntary non-profit - Private,84466,30 warrenstreet
100109,United_States_of_America,2135,st elizabeths medical center,ma,brighton,SUFFOLK,(617) 789-3000,Acute Care Hospitals,Proprietary,65342,736 cambriidge streett
100111,United_States_of_America,2138,mount auburn hospital,ma,cambridge,MIDDLESEX,(617) 492-3500,Acute Care Hospitals,Voluntary non-profit - Private,64735,330 mountauburn streetreet
100112,United_States_of_America,2176,melrosewakefield healthcare,ma,melrose,MIDDLESEX,(781) 979-3000,Acute Care Hospitals,Voluntary non-profit - Private,89242,585 lebanoon street
100113,United_States_of_America,2186,beth israel deaconess hospitalmilton inc,ma,milton,NORFOLK,(617) 696-4600,Acute Care Hospitals,Government - Federal,76511,199 reedsddale road
100114,United_States_of_America,2190,south shore hospital,ma,south weymouth,NORFOLK,(781) 340-8000,Acute Care Hospitals,Voluntary non-profit - Private,29535,55 fogg rooad
100115,United_States_of_America,2215,beth israel deaconess medical center,ma,boston,SUFFOLK,(617) 667-7000,Acute Care Hospitals,Voluntary non-profit - Private,85201,330 brooklline avenuee
100116,United_States_of_America,2301,good samaritan medical center,ma,brockton,PLYMOUTH,(508) 427-3000,Acute Care Hospitals,Proprietary,31499,235 northpearl streeteet
100117,United_States_of_America,2302,signature healthcare brockton hospital,ma,brockton,PLYMOUTH,(508) 941-7000,Acute Care Hospitals,Voluntary non-profit - Other,73626,680 centerr street
100118,United_States_of_America,2346,high point treatment center,ma,middleboro,PLYMOUTH,(774) 628-1011,Psychiatric,Voluntary non-profit - Private,57016,52 oak strreet
100119,United_States_of_America,2360,beth israel deaconess hospital  plymouth,ma,plymouth,PLYMOUTH,(508) 746-2000,Acute Care Hospitals,Voluntary non-profit - Private,10043,275 sandwiich street
100120,United_States_of_America,2446,arbour human resource institute,ma,brookline,NORFOLK,(617) 731-3200,Psychiatric,Proprietary,87679,227 babcocck street
100121,United_States_of_America,2453,walden behavioral care llc,ma,waltham,MIDDLESEX,(781) 647-6727,Psychiatric,Government - Federal,73979,9 hope aveenue
100124,United_States_of_America,2478,mclean hospital corporation,ma,belmont,MIDDLESEX,(617) 855-3450,Psychiatric,Voluntary non-profit - Private,28812,115 mill sstreet
100126,United_States_of_America,2540,falmouth hospital,ma,falmouth,BARNSTABLE,(508) 548-5300,Acute Care Hospitals,Voluntary non-profit - Private,11130,67  100 tter heun driverive
100128,United_States_of_America,2557,marthas vineyard hospital inc,ma,oak bluffs,DUKES,(508) 693-0410,Critical Access Hospitals,Voluntary non-profit - Private,92453,one hospittal road first flfirst fl wing 5  po box 1477
100129,United_States_of_America,2559,cape cod  islands community mental health center,ma,pocasset,BARNSTABLE,(508) 563-2276,Psychiatric,Government - State,42342,830 countyy road
100130,United_States_of_America,2601,cape cod hospital,ma,hyannis,BARNSTABLE,(508) 771-1800,Acute Care Hospitals,Voluntary non-profit - Private,56108,88 lewis bbay road
100131,United_States_of_America,2703,arbourfuller hospital,ma,south attleboro,BRISTOL,(508) 761-8500,Psychiatric,Proprietary,75581,200 may sttreet
100132,United_States_of_America,2703,sturdy memorial hospital,ma,attleboro,BRISTOL,(508) 222-5200,Acute Care Hospitals,Voluntary non-profit - Other,81406,211 park sstreet
100133,United_States_of_America,2720,dr john c corrigan mental health center,ma,fall river,BRISTOL,(508) 235-7600,Psychiatric,Government - State,46926,49 hillsidde street
100135,United_States_of_America,2721,saint annes hospital,ma,fall river,BRISTOL,(508) 674-5600,Acute Care Hospitals,Proprietary,35331,795 middlee street
100136,United_States_of_America,2747,southcoast behavioral health,ma,dartmouth,BRISTOL,(615) 861-6000,Psychiatric,Proprietary,32853,581 fauncee corner roadoad
100138,United_States_of_America,2780,taunton state hospital,ma,taunton,BRISTOL,(508) 977-3000,Psychiatric,Government - State,65885,60 hodgesavenue box 151ox 151
100139,United_States_of_America,2840,newport hospital,ri,newport,NEWPORT,(401) 846-6400,Acute Care Hospitals,Voluntary non-profit - Private,69166,11 friendsship streett
100140,United_States_of_America,2879,south county hospital inc,ri,wakefield,WASHINGTON,(401) 782-8020,Acute Care Hospitals,Voluntary non-profit - Private,64911,100 kenyonn ave
100141,United_States_of_America,2886,kent county memorial hospital,ri,warwick,KENT,(401) 737-7010,Acute Care Hospitals,Proprietary,82208,455 toll ggate rd
100142,United_States_of_America,2891,westerly hospital,ri,westerly,WASHINGTON,(401) 596-6000,Acute Care Hospitals,Voluntary non-profit - Private,73846,25 wells sstreet
100143,United_States_of_America,2895,landmark medical center,ri,woonsocket,PROVIDENCE,(401) 769-4100,Acute Care Hospitals,Voluntary non-profit - Private,42607,115 cass aavenue
100144,United_States_of_America,2903,rhode island hospital,ri,providence,PROVIDENCE,(401) 444-4000,Acute Care Hospitals,Voluntary non-profit - Private,31391,593 eddy sstreet
100145,United_States_of_America,2904,our lady of fatima hospital,ri,north providence,PROVIDENCE,(401) 456-3000,Acute Care Hospitals,Proprietary,32761,200 high sservice avenueenue
100146,United_States_of_America,2905,women  infants hospital of rhode island,ri,providence,PROVIDENCE,(401) 274-1100,Acute Care Hospitals,Voluntary non-profit - Private,58904,101 dudleyy street
100147,United_States_of_America,2906,butler hospital,ri,providence,PROVIDENCE,(401) 455-6270,Psychiatric,Voluntary non-profit - Private,23795,345 blacksstone blvd
100148,United_States_of_America,2906,the miriam hospital,ri,providence,PROVIDENCE,(401) 793-2500,Acute Care Hospitals,Voluntary non-profit - Private,52092,164 summitt avenue
100149,United_States_of_America,2908,roger williams medical center,ri,providence,PROVIDENCE,(401) 456-2025,Acute Care Hospitals,Proprietary,37566,825 chalksstone avenueue
100150,United_States_of_America,2915,emma pendleton bradley hospital,ri,east providence,PROVIDENCE,(401) 432-1000,Psychiatric,Voluntary non-profit - Private,12130,1011 veterrans memorial parkwaial parkway
100151,United_States_of_America,3038,parkland medical center,nh,derry,ROCKINGHAM,(603) 421-2100,Acute Care Hospitals,Proprietary,92757,1 parklandd drive
100152,United_States_of_America,3060,southern nh medical center,nh,nashua,HILLSBOROUGH,(603) 577-2000,Acute Care Hospitals,Voluntary non-profit - Private,90388,8 prospectt street
100153,United_States_of_America,3060,st joseph hospital,nh,nashua,HILLSBOROUGH,(603) 882-3000,Acute Care Hospitals,Voluntary non-profit - Other,16696,172 kinsleey st
100154,United_States_of_America,3102,catholic medical center,nh,manchester,HILLSBOROUGH,(603) 668-3545,Acute Care Hospitals,Voluntary non-profit - Private,48036,100 mcgreggor street
100155,United_States_of_America,3103,elliot hospital,nh,manchester,HILLSBOROUGH,(603) 669-5300,Acute Care Hospitals,Voluntary non-profit - Private,75567,1 elliot wway
100156,United_States_of_America,3235,franklin regional hospital,nh,franklin,MERRIMACK,(603) 934-2060,Critical Access Hospitals,Voluntary non-profit - Private,89294,15 aiken aavenue
100157,United_States_of_America,3246,lakes region general hospital,nh,laconia,BELKNAP,(603) 524-3211,Acute Care Hospitals,Voluntary non-profit - Private,28664,80 highlannd st
100158,United_States_of_America,3257,new london hospital,nh,new london,MERRIMACK,(603) 526-2911,Critical Access Hospitals,Voluntary non-profit - Private,87644,273 countyy road
100159,United_States_of_America,3264,speare memorial hospital,nh,plymouth,GRAFTON,(603) 536-1120,Critical Access Hospitals,Voluntary non-profit - Private,37003,16 hospitaal road
100160,United_States_of_America,3301,concord hospital,nh,concord,MERRIMACK,(603) 225-2711,Acute Care Hospitals,Voluntary non-profit - Private,84406,250 pleasaant st
100161,United_States_of_America,3301,new hampshire hosppsych unit,nh,concord,MERRIMACK,(603) 271-5300,Psychiatric,Government - State,74127,36 clintonn street
100162,United_States_of_America,3431,cheshire medical center,nh,keene,CHESHIRE,(603) 354-5400,Acute Care Hospitals,Voluntary non-profit - Private,14392,580 courtstreet
100163,United_States_of_America,3458,monadnock community hospital,nh,peterborough,HILLSBOROUGH,(603) 924-7191,Critical Access Hospitals,Proprietary,91813,452 old sttreet road
100164,United_States_of_America,3561,littleton regional healthcare,nh,littleton,GRAFTON,(603) 444-9000,Critical Access Hospitals,Voluntary non-profit - Private,60436,600 st johhnsbury roadad
100165,United_States_of_America,3570,androscoggin valley hospital,nh,berlin,COOS,(603) 752-2200,Critical Access Hospitals,Voluntary non-profit - Private,20707,59 page hiill road
100166,United_States_of_America,3576,upper connecticut valley hospital,nh,colebrook,COOS,(603) 237-4971,Critical Access Hospitals,Voluntary non-profit - Private,36436,181 corlisss lane
100167,United_States_of_America,3584,weeks medical center,nh,lancaster,COOS,(603) 788-4911,Critical Access Hospitals,Voluntary non-profit - Private,24009,173 middlee street
100168,United_States_of_America,3743,valley regional hospital,nh,claremont,SULLIVAN,(603) 542-7771,Critical Access Hospitals,Voluntary non-profit - Private,48049,243 elm sttreet
100169,United_States_of_America,3756,mary hitchcock memorial hospital,nh,lebanon,GRAFTON,(603) 650-5000,Acute Care Hospitals,Voluntary non-profit - Private,37920,1 medicalcenter driveive
100170,United_States_of_America,3766,alice peck day memorial hospital,nh,lebanon,GRAFTON,(603) 448-3121,Critical Access Hospitals,Voluntary non-profit - Private,11202,10 alice ppeck day driverive
100171,United_States_of_America,3785,cottage hospital,nh,woodsville,GRAFTON,(603) 747-9000,Critical Access Hospitals,Voluntary non-profit - Private,40175,90 swiftwaater rd
100172,United_States_of_America,3801,portsmouth regional hospital,nh,portsmouth,ROCKINGHAM,(603) 436-5110,Acute Care Hospitals,Proprietary,71164,333 borthwwick ave
100173,United_States_of_America,3820,wentworthdouglass hospital,nh,dover,STRAFFORD,(603) 740-2580,Acute Care Hospitals,Voluntary non-profit - Private,57992,789 centraal ave
100174,United_States_of_America,3833,exeter hospital inc,nh,exeter,ROCKINGHAM,(603) 778-7311,Acute Care Hospitals,Voluntary non-profit - Private,78797,5 alumni ddrive
100175,United_States_of_America,3841,hampstead hospital,nh,hampstead,ROCKINGHAM,(603) 329-5311,Psychiatric,Proprietary,51659,218 east rroad
100176,United_States_of_America,3860,memorial hospital the,nh,north conway,CARROLL,(603) 356-5461,Critical Access Hospitals,Voluntary non-profit - Private,11416,3073 whitee mountain highwayhighway
100177,United_States_of_America,3867,frisbie memorial hospital,nh,rochester,STRAFFORD,(603) 332-5211,Acute Care Hospitals,Voluntary non-profit - Private,30983,11 whitehaall road
