SR_NUM,COUNTRY,POSTAL_CODE,SITE_NAME,STATE,CITY,COUNTY_NAME,PHONE_NUM,SITE_TYPE,SITE_OWNERSHIP,ACCOUNT_NUM,CONCAT_ADDRESS
102422,United_States_of_America,50220,dallas county hospital,ia,perry,DALLAS,(515) 465-3547,Critical Access Hospitals,Voluntary non-profit - Other,66778,610 tenthstreet
102423,United_States_of_America,50273,madison county health care system,ia,winterset,MADISON,(515) 462-2373,Critical Access Hospitals,Government - Local,41647,300 west hhutchings streetstreet
102424,United_States_of_America,50309,iowa methodist medical center,ia,des moines,POLK,(515) 241-6212,Acute Care Hospitals,Voluntary non-profit - Private,77176,1200 pleassant streett
102425,United_States_of_America,50314,broadlawns medical center,ia,des moines,POLK,(515) 282-2200,Acute Care Hospitals,Government - Local,32795,1801 hickmman road
102426,United_States_of_America,50314,mercyone des moines medical center,ia,des moines,POLK,(515) 247-3121,Acute Care Hospitals,Voluntary non-profit - Private,54192,1111 6th aave
102427,United_States_of_America,50316,iowa lutheran hospital,ia,des moines,POLK,(515) 263-5612,Acute Care Hospitals,Voluntary non-profit - Private,42923,700 east uuniversity avenueavenue
102428,United_States_of_America,50401,mercy medical centernorth iowa,ia,mason city,CERRO GORDO,(641) 428-7000,Acute Care Hospitals,Voluntary non-profit - Private,23373,1000 fourtth street swsw
102429,United_States_of_America,50421,iowa specialty hospital  belmond,ia,belmond,WRIGHT,(641) 444-3223,Critical Access Hospitals,Government - Local,70905,403 firststreet se
102430,United_States_of_America,50423,hancock county health system,ia,britt,HANCOCK,(641) 843-5000,Critical Access Hospitals,Government - Local,40432,532 1st stt nw
102431,United_States_of_America,50441,franklin general hospital,ia,hampton,FRANKLIN,(641) 456-5000,Critical Access Hospitals,Government - Local,86261,1720 centrral avenue easteast
102432,United_States_of_America,50461,mitchell county regional health,ia,osage,MITCHELL,(641) 732-6000,Critical Access Hospitals,Voluntary non-profit - Other,75635,616 northeighth streetreet
102433,United_States_of_America,50501,trinity regional medical center,ia,fort dodge,WEBSTER,(515) 573-3101,Acute Care Hospitals,Voluntary non-profit - Private,60875,802 kenyonn rd
102434,United_States_of_America,50511,kossuth regional health center,ia,algona,KOSSUTH,(515) 295-2451,Critical Access Hospitals,Government - Local,62814,1515 southh phillips streetstreet
102435,United_States_of_America,50525,iowa specialty hospitalclarion,ia,clarion,WRIGHT,(515) 532-2811,Critical Access Hospitals,Government - Local,23968,1316 southh main streeteet
102436,United_States_of_America,50536,palo alto county hospital,ia,emmetsburg,PALO ALTO,(712) 852-5500,Critical Access Hospitals,Government - Local,93556,3201 1st sstreet
102438,United_States_of_America,50574,pocahontas community hospital,ia,pocahontas,POCAHONTAS,(712) 335-3501,Critical Access Hospitals,Government - Local,61028,606 n w 7tth street
102439,United_States_of_America,50583,loring hospital,ia,sac city,SAC,(712) 662-7105,Critical Access Hospitals,Voluntary non-profit - Private,85546,211 highlaand avenue po box 21po box 217
102440,United_States_of_America,50588,buena vista regional medical center,ia,storm lake,BUENA VISTA,(712) 732-4030,Critical Access Hospitals,Government - Local,45608,1525 west5th streett
102441,United_States_of_America,50595,van diest medical center,ia,webster city,HAMILTON,(515) 832-9400,Critical Access Hospitals,Government - Local,14516,2350 hospiital drive
102442,United_States_of_America,50613,mercyone cedar falls medical center,ia,cedar falls,BLACK HAWK,(319) 268-3000,Acute Care Hospitals,Voluntary non-profit - Church,17706,515 collegge street
102443,United_States_of_America,50616,floyd county medical center,ia,charles city,FLOYD,(641) 228-6830,Critical Access Hospitals,Voluntary non-profit - Other,65523,800 11th sst
102444,United_States_of_America,50638,grundy county memorial hospital,ia,grundy center,GRUNDY,(319) 824-5421,Critical Access Hospitals,Voluntary non-profit - Other,22350,201 east jj avenue
102445,United_States_of_America,50644,buchanan county health center,ia,independence,BUCHANAN,(319) 332-0999,Critical Access Hospitals,Voluntary non-profit - Other,85915,1600 firstt st east
102446,United_States_of_America,50644,mental health institute,ia,independence,BUCHANAN,(319) 334-2583,Psychiatric,Government - State,28606,2277 iowaavenue
102447,United_States_of_America,50659,mercy medical centernew hampton,ia,new hampton,CHICKASAW,(641) 394-4121,Critical Access Hospitals,Voluntary non-profit - Church,24518,308 northmaple avenuenue
102448,United_States_of_America,50662,mercyone oelwein medical center,ia,oelwein,FAYETTE,(319) 283-6000,Critical Access Hospitals,Voluntary non-profit - Church,63468,201 eighthh avenue see
102449,United_States_of_America,50674,community memorial hospital medical center,ia,sumner,BREMER,(563) 578-3275,Critical Access Hospitals,Voluntary non-profit - Private,48903,909 west ffirst streetet
102450,United_States_of_America,50677,waverly health center,ia,waverly,BREMER,(319) 352-4120,Critical Access Hospitals,Government - Local,90488,312  9th sstreet sw
102451,United_States_of_America,50702,mercyone waterloo medical center,ia,waterloo,BLACK HAWK,(319) 272-8000,Acute Care Hospitals,Voluntary non-profit - Church,22805,3421 westninth streeteet
102452,United_States_of_America,50703,allen hospital,ia,waterloo,BLACK HAWK,(319) 235-3941,Acute Care Hospitals,Voluntary non-profit - Private,38366,1825 logann avenue
102453,United_States_of_America,50801,greater regional medical center,ia,creston,UNION,(641) 782-7091,Critical Access Hospitals,Government - Local,59808,1700 westtownline streetstreet
102454,United_States_of_America,50841,chi health   mercy corning,ia,corning,ADAMS,(641) 322-3121,Critical Access Hospitals,Voluntary non-profit - Private,77148,603 rosaryy drive
102455,United_States_of_America,50849,adair county memorial hospital,ia,greenfield,ADAIR,(641) 743-2123,Critical Access Hospitals,Government - Local,78240,609 se kennt
102456,United_States_of_America,50854,ringgold county hospital,ia,mount ayr,RINGGOLD,(641) 464-3226,Critical Access Hospitals,Government - Local,37545,504 northcleveland streetstreet
102457,United_States_of_America,51012,cherokee regional medical center,ia,cherokee,CHEROKEE,(712) 225-5101,Critical Access Hospitals,Voluntary non-profit - Private,12085,300 siouxvalley driveive
102458,United_States_of_America,51012,mental health institute,ia,cherokee,CHEROKEE,(712) 225-2594,Psychiatric,Government - State,41144,1251 northh cedar loopop
102459,United_States_of_America,51023,hawarden regional healthcare,ia,hawarden,SIOUX,(712) 551-3100,Critical Access Hospitals,Government - Local,79277,1111 11thstreet
102460,United_States_of_America,51031,floyd valley healthcare,ia,le mars,PLYMOUTH,(712) 546-7871,Critical Access Hospitals,Proprietary,14945,714 lincolln st ne
102461,United_States_of_America,51040,burgess health center,ia,onawa,MONONA,(712) 423-2311,Critical Access Hospitals,Voluntary non-profit - Private,59224,1600 diamoond street
102462,United_States_of_America,51041,orange city area health system,ia,orange city,SIOUX,(712) 737-4984,Critical Access Hospitals,Voluntary non-profit - Other,31951,1000 lincooln circle sese
102463,United_States_of_America,51101,mercy medical centersioux city,ia,sioux city,WOODBURY,(712) 279-2010,Acute Care Hospitals,Voluntary non-profit - Private,27399,801 5th stt
102464,United_States_of_America,51104,st lukes regional medical center,ia,sioux city,WOODBURY,(712) 279-3500,Acute Care Hospitals,Voluntary non-profit - Private,29656,2720 stonee park boulevardlevard
102465,United_States_of_America,51201,sanford sheldon medical center,ia,sheldon,OBRIEN,(712) 324-5041,Critical Access Hospitals,Voluntary non-profit - Private,52986,118 north7th avenuee
102466,United_States_of_America,51245,baum harmon mercy hospital,ia,primghar,OBRIEN,(712) 957-2300,Critical Access Hospitals,Voluntary non-profit - Church,94861,255 n welcch avenue
102467,United_States_of_America,51246,avera merrill pioneer hospital,ia,rock rapids,LYON,(712) 472-2591,Critical Access Hospitals,Voluntary non-profit - Private,43386,1100 s 10tth ave
102468,United_States_of_America,51247,hegg memorial health center,ia,rock valley,SIOUX,(712) 476-8000,Critical Access Hospitals,Voluntary non-profit - Private,48281,1202 21stavenue
102469,United_States_of_America,51249,osceola community hospital,ia,sibley,OSCEOLA,(712) 754-2574,Critical Access Hospitals,Voluntary non-profit - Private,42483,600 9th avvenue northh
102471,United_States_of_America,51301,spencer municipal hospital,ia,spencer,CLAY,(712) 264-8300,Acute Care Hospitals,Government - Local,53874,1200 1st aavenue eastt
102472,United_States_of_America,51334,avera holy family hospital,ia,estherville,EMMET,(712) 362-2631,Critical Access Hospitals,Voluntary non-profit - Church,37912,826 north8th streett
102473,United_States_of_America,51360,lakes regional healthcare,ia,spirit lake,DICKINSON,(712) 336-1230,Acute Care Hospitals,Voluntary non-profit - Other,41364,2301 highwway 71
102474,United_States_of_America,51401,st anthony regional hospital  nursing home,ia,carroll,CARROLL,(712) 792-3581,Acute Care Hospitals,Voluntary non-profit - Private,73396,311 southclark streeteet
102475,United_States_of_America,51442,crawford county memorial hospital,ia,denison,CRAWFORD,(712) 265-2500,Critical Access Hospitals,Voluntary non-profit - Other,41145,100 medicaal parkway
102476,United_States_of_America,51445,horn memorial hospital,ia,ida grove,IDA,(712) 364-3311,Critical Access Hospitals,Voluntary non-profit - Private,28707,701 e 2ndst
102477,United_States_of_America,51449,stewart memorial community hospital,ia,lake city,CALHOUN,(712) 464-3171,Critical Access Hospitals,Voluntary non-profit - Private,14181,1301 westmain streetet
102478,United_States_of_America,51455,manning regional healthcare center,ia,manning,CARROLL,(712) 655-2072,Critical Access Hospitals,Voluntary non-profit - Private,29252,1550 sixthh street
102479,United_States_of_America,51503,chi health mercy council bluffs,ia,council bluffs,POTTAWATTAMIE,(712) 328-5000,Acute Care Hospitals,Voluntary non-profit - Private,92863,800 mercydrive
102480,United_States_of_America,51503,methodist jennie edmundson,ia,council bluffs,POTTAWATTAMIE,(712) 396-6000,Acute Care Hospitals,Voluntary non-profit - Private,83428,933 east ppierce streeteet
102481,United_States_of_America,51537,myrtue medical center,ia,harlan,SHELBY,(712) 755-5161,Critical Access Hospitals,Voluntary non-profit - Other,90318,1213 garfiield avenuee
102482,United_States_of_America,51555,chi health missouri valley,ia,missouri valley,HARRISON,(712) 642-2784,Critical Access Hospitals,Voluntary non-profit - Private,28694,631 n 8thst
102484,United_States_of_America,51601,shenandoah medical center,ia,shenandoah,PAGE,(712) 246-1230,Critical Access Hospitals,Voluntary non-profit - Private,12077,300 pershiing avenue
102485,United_States_of_America,51632,clarinda regional health center,ia,clarinda,PAGE,(712) 542-2176,Critical Access Hospitals,Voluntary non-profit - Other,79578,220 essiedavison driverive
102486,United_States_of_America,51640,george c grape community hospital,ia,hamburg,FREMONT,(712) 382-1515,Critical Access Hospitals,Proprietary,92780,2959 us hiighway 275
102487,United_States_of_America,52001,finley hospital,ia,dubuque,DUBUQUE,(563) 582-1881,Acute Care Hospitals,Voluntary non-profit - Private,71844,350 northgrandview avenueavenue
102489,United_States_of_America,52040,mercyone dyersville medical center,ia,dyersville,DUBUQUE,(563) 875-7101,Critical Access Hospitals,Voluntary non-profit - Private,31515,1111 3rd sstreet sw
102490,United_States_of_America,52043,mercy one elkader medical center,ia,elkader,CLAYTON,(563) 245-7000,Critical Access Hospitals,Voluntary non-profit - Private,29836,901 davidsson street nwnw
102491,United_States_of_America,52052,guttenberg municipal hospital,ia,guttenberg,CLAYTON,(563) 252-1121,Critical Access Hospitals,Government - Local,64033,200 main sstreet
102492,United_States_of_America,52057,regional medical center,ia,manchester,DELAWARE,(563) 927-3232,Critical Access Hospitals,Proprietary,89565,709 w mainn street
102493,United_States_of_America,52060,jackson county regional health center,ia,maquoketa,JACKSON,(563) 652-2474,Critical Access Hospitals,Government - Local,37084,700 w grovve st
102494,United_States_of_America,52101,winneshiek medical center,ia,decorah,WINNESHIEK,(563) 382-2911,Critical Access Hospitals,Government - Local,67045,901 montgoomery streetet
102495,United_States_of_America,52136,regional health services of howard county,ia,cresco,HOWARD,(563) 547-2101,Critical Access Hospitals,Government - Local,74747,235 8th avvenue west
102496,United_States_of_America,52172,veterans memorial hospital,ia,waukon,ALLAMAKEE,(563) 568-3411,Critical Access Hospitals,Government - Local,37687,40 1st strreet se
102498,United_States_of_America,52205,jones regional medical center,ia,anamosa,JONES,(319) 462-6131,Critical Access Hospitals,Voluntary non-profit - Private,11151,1795 highwway 64 eastt
102499,United_States_of_America,52242,university of iowa hospital  clinics,ia,iowa city,JOHNSON,(319) 356-1616,Acute Care Hospitals,Government - State,67513,200 hawkinns drive
102500,United_States_of_America,52245,mercy hospital,ia,iowa city,JOHNSON,(319) 339-0300,Acute Care Hospitals,Voluntary non-profit - Church,12163,500 e markket street
102501,United_States_of_America,52301,compass memorial healthcare,ia,marengo,IOWA,(319) 642-5543,Critical Access Hospitals,Voluntary non-profit - Other,37701,300 w mayst
102503,United_States_of_America,52353,washington county hospital and clinics,ia,washington,WASHINGTON,(319) 653-5481,Critical Access Hospitals,Voluntary non-profit - Other,53911,400 east ppolk streett
102504,United_States_of_America,52402,st lukes hospital,ia,cedar rapids,LINN,(319) 369-7211,Acute Care Hospitals,Voluntary non-profit - Private,63329,1026 a avee ne
102506,United_States_of_America,52501,ottumwa regional health center,ia,ottumwa,WAPELLO,(641) 682-7511,Acute Care Hospitals,Proprietary,58788,1001 e pennnsylvania
102507,United_States_of_America,52531,monroe county hospital,ia,albia,MONROE,(641) 932-2134,Critical Access Hospitals,Voluntary non-profit - Other,39840,6580 165thh street
102508,United_States_of_America,52537,davis county hospital,ia,bloomfield,DAVIS,(641) 664-2145,Critical Access Hospitals,Government - Local,69359,509 northmadison streettreet
102509,United_States_of_America,52544,mercyone centerville medical center,ia,centerville,APPANOOSE,(641) 437-4111,Critical Access Hospitals,Voluntary non-profit - Private,82769,one st jossephs driveve
102510,United_States_of_America,52556,jefferson county health center,ia,fairfield,JEFFERSON,(641) 472-4111,Critical Access Hospitals,Government - Local,45746,2000 s maiin
102511,United_States_of_America,52565,van buren county hospital,ia,keosauqua,VAN BUREN,(319) 293-3171,Critical Access Hospitals,Government - Local,83284,304 frankllin street
102512,United_States_of_America,52577,mahaska  health partnership,ia,oskaloosa,MAHASKA,(641) 672-3100,Critical Access Hospitals,Government - Local,89806,1229 c aveenue east
102513,United_States_of_America,52591,keokuk county health center,ia,sigourney,KEOKUK,(641) 622-2720,Critical Access Hospitals,Voluntary non-profit - Other,82501,23019 highhway 149
102514,United_States_of_America,52627,fort madison community hospital,ia,fort madison,LEE,(319) 372-6530,Acute Care Hospitals,Voluntary non-profit - Private,83290,5445 ave oo
102515,United_States_of_America,52632,unitypoint health  keokuk,ia,keokuk,LEE,(319) 524-7150,Acute Care Hospitals,Voluntary non-profit - Private,83079,1600 morgaan street
102516,United_States_of_America,52641,henry county health center,ia,mount pleasant,HENRY,(319) 385-3141,Critical Access Hospitals,Government - Local,10999,407 s whitte st
102517,United_States_of_America,52655,great river medical center,ia,west burlington,DES MOINES,(319) 768-1000,Acute Care Hospitals,Voluntary non-profit - Private,56888,1221 southh gear avenuenue
102518,United_States_of_America,52722,trinity bettendorf,ia,bettendorf,SCOTT,(563) 742-5000,Acute Care Hospitals,Voluntary non-profit - Private,31213,4500 uticaa ridge roadad
102521,United_States_of_America,52761,trinity muscatine,ia,muscatine,MUSCATINE,(563) 264-9100,Acute Care Hospitals,Voluntary non-profit - Private,28241,1518 mulbeerry avenuee
102522,United_States_of_America,52803,genesis medical centerdavenport,ia,davenport,SCOTT,(563) 421-1000,Acute Care Hospitals,Voluntary non-profit - Private,23980,1227 eastrusholme streetstreet
102523,United_States_of_America,53014,ascension calumet hospital,wi,chilton,CALUMET,(920) 849-2386,Critical Access Hospitals,Voluntary non-profit - Private,25637,614 memoriial drive
102524,United_States_of_America,53024,aurora medical center,wi,grafton,OZAUKEE,(262) 329-1000,Acute Care Hospitals,Voluntary non-profit - Private,45360,975 port wwashington roadroad
102525,United_States_of_America,53027,aurora medical ctr washington county,wi,hartford,WASHINGTON,(262) 673-2300,Acute Care Hospitals,Voluntary non-profit - Private,39617,1032 e summner st
102526,United_States_of_America,53051,community memorial hospital,wi,menomonee falls,WAUKESHA,(262) 251-1000,Acute Care Hospitals,Voluntary non-profit - Private,11303,w180 n80855 town hall rdl rd
102527,United_States_of_America,53066,aurora medical center summit,wi,summit,WAUKESHA,(262) 434-1000,Acute Care Hospitals,Voluntary non-profit - Private,58667,36500 auroora drive
102528,United_States_of_America,53066,oconomowoc memorial hospital,wi,oconomowoc,WAUKESHA,(262) 569-9400,Acute Care Hospitals,Voluntary non-profit - Private,73061,791 e summmit ave
102529,United_States_of_America,53066,rogers memorial hospital,wi,oconomowoc,WAUKESHA,(262) 646-4411,Psychiatric,Voluntary non-profit - Private,81217,34700 vallley rd
102530,United_States_of_America,53081,st nicholas hospital,wi,sheboygan,SHEBOYGAN,(920) 459-8300,Acute Care Hospitals,Voluntary non-profit - Private,60313,3100 superrior ave
102531,United_States_of_America,53083,aurora sheboygan memorial medical ctr,wi,sheboygan,SHEBOYGAN,(920) 451-5000,Acute Care Hospitals,Voluntary non-profit - Private,14919,2629 n 7thh st
102532,United_States_of_America,53095,st josephs community hospital of west bend,wi,west bend,WASHINGTON,(262) 334-5533,Acute Care Hospitals,Voluntary non-profit - Private,51881,3200 pleassant valley roady road
102533,United_States_of_America,53097,ascension columbia st marys hospital ozaukee,wi,mequon,OZAUKEE,(414) 585-1374,Acute Care Hospitals,Voluntary non-profit - Church,28558,13111 n poort washington rdgton rd
102534,United_States_of_America,53098,watertown regional medical center,wi,watertown,DODGE,(920) 261-4210,Acute Care Hospitals,Voluntary non-profit - Private,90714,125 hospittal drive
102535,United_States_of_America,53105,aurora medical center burlington,wi,burlington,RACINE,(262) 767-6545,Acute Care Hospitals,Voluntary non-profit - Private,32571,252 mchenrry st
102536,United_States_of_America,53121,aurora lakeland medical center,wi,elkhorn,WALWORTH,(262) 741-2000,Acute Care Hospitals,Voluntary non-profit - Private,91602,w3985 counnty road nnn
102537,United_States_of_America,53132,midwest orthopedic specialty hospital,wi,franklin,MILWAUKEE,(414) 817-5800,Acute Care Hospitals,Physician,58974,10101 soutth 27th st  2nd floo2nd floor
102538,United_States_of_America,53142,aurora medical ctr kenosha,wi,kenosha,KENOSHA,(262) 948-5600,Acute Care Hospitals,Voluntary non-profit - Private,61844,10400 75thh st
102539,United_States_of_America,53143,froedtert south  kenosha medical center,wi,kenosha,KENOSHA,(262) 656-2011,Acute Care Hospitals,Government - Local,30895,6308 eightth ave
102540,United_States_of_America,53147,mercy walworth hospital  medical center,wi,lake geneva,WALWORTH,(262) 245-0535,Critical Access Hospitals,Voluntary non-profit - Private,31158,n2950 statte road 67
102541,United_States_of_America,53188,waukesha county mental health ctr,wi,waukesha,WAUKESHA,(262) 548-7950,Psychiatric,Government - Local,89569,1501 airpoort rd
102542,United_States_of_America,53188,waukesha memorial hospital,wi,waukesha,WAUKESHA,(262) 928-1000,Acute Care Hospitals,Voluntary non-profit - Private,28739,725 americcan ave
102543,United_States_of_America,53210,ascension se wisconsin hospital  st joseph campus,wi,milwaukee,MILWAUKEE,(414) 447-2130,Acute Care Hospitals,Voluntary non-profit - Church,29759,5000 w chaambers st
102544,United_States_of_America,53211,ascension columbia st marys hospital milwaukee,wi,milwaukee,MILWAUKEE,(414) 585-1374,Acute Care Hospitals,Voluntary non-profit - Church,22378,2323 n lakke dr
102545,United_States_of_America,53212,orthopaedic hospital of wisconsin,wi,glendale,MILWAUKEE,(414) 961-6800,Acute Care Hospitals,Voluntary non-profit - Other,27854,475 w riveer woods pkwykwy
102546,United_States_of_America,53213,aurora psychiatric hospital,wi,wauwatosa,MILWAUKEE,(414) 454-6600,Psychiatric,Voluntary non-profit - Private,34283,1220 deweyy ave
102547,United_States_of_America,53215,ascension st francis hospital,wi,milwaukee,MILWAUKEE,(414) 647-5000,Acute Care Hospitals,Voluntary non-profit - Private,22783,3237 s 16tth st
102548,United_States_of_America,53215,aurora st lukes medical center,wi,milwaukee,MILWAUKEE,(414) 649-6000,Acute Care Hospitals,Voluntary non-profit - Private,19170,2900 w okllahoma ave
102549,United_States_of_America,53226,childrens hospital of wisconsin,wi,milwaukee,MILWAUKEE,(414) 266-2000,Childrens,Voluntary non-profit - Other,90033,9000 w wissconsin avee
102551,United_States_of_America,53226,milwaukee county behavioral health division,wi,milwaukee,MILWAUKEE,(414) 257-5202,Psychiatric,Government - Local,52956,9455 w wattertown plank rdank rd
102552,United_States_of_America,53227,aurora west allis medical center,wi,west allis,MILWAUKEE,(414) 328-6000,Acute Care Hospitals,Voluntary non-profit - Private,82415,8901 w linncoln ave
102553,United_States_of_America,53405,ascension all saints hospital,wi,racine,RACINE,(262) 687-4011,Acute Care Hospitals,Voluntary non-profit - Church,61117,3801 sprinng st
102554,United_States_of_America,53511,beloit memorial hospital,wi,beloit,ROCK,(608) 364-5011,Acute Care Hospitals,Voluntary non-profit - Private,43063,1969 w harrt rd
102555,United_States_of_America,53530,memorial hospital of lafayette county,wi,darlington,LAFAYETTE,(608) 776-4466,Critical Access Hospitals,Government - Local,15832,800 clay sst
102556,United_States_of_America,53533,upland hills health,wi,dodgeville,IOWA,(608) 930-8000,Critical Access Hospitals,Voluntary non-profit - Private,37606,800 compasssion way
102557,United_States_of_America,53534,edgerton hospital and health services,wi,edgerton,ROCK,(608) 884-3441,Critical Access Hospitals,Voluntary non-profit - Private,19827,11101 n shherman roadd
102558,United_States_of_America,53538,fort memorial hospital,wi,fort atkinson,JEFFERSON,(920) 568-5000,Acute Care Hospitals,Voluntary non-profit - Private,22026,611 shermaan ave e
102559,United_States_of_America,53546,ssm health st marys hospital  janesville,wi,janesville,ROCK,(608) 373-8000,Acute Care Hospitals,Voluntary non-profit - Other,47200,3400 eastracine streetreet
102560,United_States_of_America,53548,mercy health system corp,wi,janesville,ROCK,(608) 756-6080,Acute Care Hospitals,Voluntary non-profit - Private,88174,1000 minerral point aveave
102561,United_States_of_America,53566,the monroe clinic,wi,monroe,GREEN,(608) 324-1000,Acute Care Hospitals,Voluntary non-profit - Private,70482,2005 5th sstreet
102563,United_States_of_America,53581,richland hospital,wi,richland center,RICHLAND,(608) 647-6321,Critical Access Hospitals,Voluntary non-profit - Private,31437,333 e secoond st
102564,United_States_of_America,53589,stoughton hospital,wi,stoughton,DANE,(608) 873-6611,Critical Access Hospitals,Voluntary non-profit - Private,28802,900 ridgest
102565,United_States_of_America,53704,mendota mental health institute,wi,madison,DANE,(608) 301-1000,Psychiatric,Government - State,43735,301 troy ddr
102566,United_States_of_America,53715,ssm health st marys hospital  madison,wi,madison,DANE,(608) 251-6100,Acute Care Hospitals,Voluntary non-profit - Private,34878,700 southpark st
102567,United_States_of_America,53715,unitypoint health  meriter,wi,madison,DANE,(608) 417-6000,Acute Care Hospitals,Voluntary non-profit - Private,44467,202 s parkk st
102568,United_States_of_America,53792,university of wi  hospitals  clinics authority,wi,madison,DANE,(608) 261-0025,Acute Care Hospitals,Government - Hospital District or Authority,55824,600 highlaand avenue
102569,United_States_of_America,53805,gundersen boscobel area hospital and clinics,wi,boscobel,GRANT,(608) 375-4112,Critical Access Hospitals,Voluntary non-profit - Private,68189,205 parkerr st
102570,United_States_of_America,53813,grant regional health center,wi,lancaster,GRANT,(608) 723-2143,Critical Access Hospitals,Voluntary non-profit - Private,93867,507 s monrroe st
102571,United_States_of_America,53818,southwest health center,wi,platteville,GRANT,(608) 348-2331,Critical Access Hospitals,Voluntary non-profit - Private,61794,1400 eastside rd
102572,United_States_of_America,53821,crossing rivers health medical center,wi,prairie du chien,CRAWFORD,(608) 357-2000,Critical Access Hospitals,Voluntary non-profit - Private,54951,37868 us hhwy 18
102573,United_States_of_America,53901,divine savior healthcare,wi,portage,COLUMBIA,(608) 742-4131,Acute Care Hospitals,Voluntary non-profit - Private,72185,2817 new ppinery roadd
102574,United_States_of_America,53913,ssm health st clare hospital  baraboo,wi,baraboo,SAUK,(608) 356-1400,Acute Care Hospitals,Voluntary non-profit - Private,20692,707 14th sst
102575,United_States_of_America,53916,beaver dam community hospital,wi,beaver dam,DODGE,(920) 887-7181,Acute Care Hospitals,Voluntary non-profit - Private,56567,707 s univversity avee
102576,United_States_of_America,53925,columbus community hospital,wi,columbus,COLUMBIA,(920) 623-2200,Critical Access Hospitals,Voluntary non-profit - Private,65889,1515 parkave
102577,United_States_of_America,53934,moundview memorial hospital and clinics,wi,friendship,ADAMS,(608) 339-3331,Critical Access Hospitals,Voluntary non-profit - Private,70312,402 w lakee st
102578,United_States_of_America,53948,mile bluff medical center,wi,mauston,JUNEAU,(608) 847-6161,Acute Care Hospitals,Proprietary,78763,1050 divission st
102579,United_States_of_America,53959,reedsburg area medical center,wi,reedsburg,SAUK,(608) 524-6487,Critical Access Hospitals,Voluntary non-profit - Private,22074,2000 n dewwey ave
