SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,Unnamed: 15,CONCAT_ADDRESS
8237,CDM,PPD,TAK-007-2001,1-87MOPMR,,Italy,Istituto Nazionale Dei Tumori,Lombardia,Milano,20133,,377,Via G. Venezian 1Oncologia Medica 3 - Struttura Semplice Trattamento Medico Dei Sarcomi Dell' Adulto
8239,CDM,PPD,Pevonedistat-2001,w1-D8V3PA,,Italy,Istituto Nazionale Dei Tumori,Lombardia,Milano,20133,,379,Via G.Venezian 1Dipartimento di Ematologia e Oncoematologia pediatrica
8240,CDM,PPD,C16029,1-YFS7G8,,Italy,Istituto Nazionale Dei Tumori,Lombardia,Milano,20133,,380,Via Venezian 1Unità Operativa Trapianto Midollo Osseo
8243,CDM,PPD,NSMM-5001,1-MNRKQG,,Italy,Istituto Nazionale Dei Tumori,Milano,Milano,20133,,383,"Via Venezian, 1Dipartimento di Ematologia e Oncoematologia pediatrica"
8246,CDM,PRA,AP32788-15-101 Extension Study,28001,1-1N4CYT4,Italy,Istituto Di Ricovero E Cura A Carattere Scientifico - Istituto Europeo Di Oncologia,MILANO,Milano,20141,,386,Dipartimento Oncologia ToracicaVia Giuseppe Ripamonti 435
8247,CDM,PPD,TAK-788-3001,28005,,Italy,Istituto Europeo Di Oncologia,Lombardia,Milan,20141,,387,Via Ripamonti 435Divisione di Oncologia Toracica
8249,CDM,PRA,Brigatinib-2002,28007,1-1KAJK2C,Italy,Istituto Europeo di Oncologia,MILANO,Milano,20141,,389,Dipartimento Oncologia ToracicaVia Giuseppe Ripamonti 435
8254,CDM,IQVIA,161505,291,1-34DE82E,Italy,Casa di Cura del Policlinico,Milano,Milano,20144,,394,via Dezza 49
8256,CDM,PPD,SHP675-301,1-3P63B74,,Italy,ASST Santi Paolo e Carlo - Ospedale San Carlo Borromeo,Lombardia,Milano,20153,,396,Via Pio II 3
8257,CDM,PPD,SHP643-402,120,,Italy,ASST Fatebenefratelli Sacco - Ospedale Luigi Sacco,Lombardia,Milano,20157,,397,Via G. B. Grassi 74Dipartimento di Scienze Biomediche e Cliniche Luigi Sacco
8260,CDM,IQVIA,MLN0002SC-3031,28018,1-1T9RCXL,Italy,Azienda Socio Sanitaria Territoriale Fatebenefratelli (Presidio Ospedale Sacco),Milano,Milano,20157,,400,"Via G. B. Grassi, 74Padiglione 20-UO Farmacia1° Piano"
8262,CDM,IQVIA,SHP643-303,170,1-4XZJL8Y,Italy,Azienda Socio Sanitaria Territoriale Fatebenefratelli (Presidio Ospedale Sacco),Milano,Milano,20157,,402,"Via G.B. Grassi, 74"
8264,CDM,PPD,TAK-079-1005,1-5D87TDO,,Italy,ASST Grande Ospedale Metropolitano Niguarda - Presidio Ospedaliero Ospedale Niguarda Ca' Granda,Lombardia,Milan,20162,,404,Piazza Ospedale Maggiore 3Centro Clinico Nemo
8265,CDM,PPD,C16019,28910,,Italy,ASST Grande Ospedale Metropolitano Niguarda - Presidio Ospedaliero Ospedale Niguarda Ca' Granda,Lombardia,Milano,20162,,405,"P.zza Ospedale Maggiore, 3S.C. Ematologia"
8268,CDM,PPD,P2002,1-5PK158Z,,Italy,ASST Grande Ospedale Metropolitano Niguarda - Presidio Ospedaliero Ospedale Niguarda Ca' Granda,Milano,Milano,20162,,408,"Piazza Ospedale Maggiore 1Dipartimento Cardiologico ""A. De Gasperis"", Divisione Di Cardiologia 4"
8270,CDM,PPD,C16029,1-Y2IEZP,,Italy,ASST Grande Ospedale Metropolitano Niguarda - Presidio Ospedaliero Ospedale Niguarda Ca' Granda,Milano,Milano,20162,,410,Piazza Ospedale Maggiore 3S.C. Ematologia
8273,CDM,PRA,C34004,28003,1-1C8CB8Z,Italy,Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,MILANO,Milano,20162,,413,Div di Ematologia e UTMOPzza Ospedale Maggiore 3Blocco Sud Terzo Piano
8275,CDM,IQVIA,161505,288,1-2O2TDJH,Italy,Azienda Socio Sanitaria Territoriale Niguarda (Grande Ospedale Metropolitano Niguarda),Milano,Milano,20162,,415,"Piazza Ospedale Maggiore, 3"
8277,CDM,PPD,Pevonedistat-2001,w1-D8UZQ2,,Italy,Azienda ULSS 3 Serenissima,Venezia,Zelarino,20174,,417,Via Paccagnella 11Unità Operativa Complessa EmatologiaOspedale dell Angelo
8278,CDM,PPD,MLN0002-3024,3024-28004,,Italy,ASST di Monza - Azienda Ospedaliera San Gerardo,Lombardia,Monza,20900,,418,"Via Donizetti, 106Unità Operativa Di Neurochirurgia"
8281,CDM,PPD,SHP647-305,305-148,,Italy,ASST di Monza - Azienda Ospedaliera San Gerardo,Lombardia,Monza,20900,,421,Via Giovanbattista Pergolesi 33U.O.C. Gastroenterologia
8290,CDM,PPD,P2002,28005,,Italy,ASST di Monza - Azienda Ospedaliera San Gerardo,Lombardia,Monza,20900,,430,"Via Pergolesi, 33"
8291,CDM,PPD,Brigatinib-1002,1-67MXYCU,,Italy,ASST di Monza - Azienda Ospedaliera San Gerardo,Monza e Brianza,Monza,20900,,431,Via Pergolesi 33Ematologia Pediatrica
8293,CDM,PRA,AP26113-13-301,598,1-1FC2ATK,Italy,Azienda Ospedaliera San Gerardo di Monza,MILANO,Milano,20900,,433,Struttura Complessa Oncologia MedicaAzienda Ospedaliera SGerardo MonzaVia Pergolesi 33
8294,CDM,PPD,Ponatinib-1501,28002,,Italy,Fondazione MBBM (MONZA E BRIANZA PER IL BAMBINO E LA SUA MAMMA) - c/o Centro Maria Letizia Verga,Lombardia,Monza,20900,,434,Via CadoreClinica Pediatrica11 piano - Settore C
8297,CDM,PPD,P2002,1-5M0H8O0,,Italy,ASST dei Sette Laghi - Ospedale Di Circolo E Fondazione Macchi,Lombardia,Varese,21100,,437,"Viale Borri , 57"
8298,CDM,PPD,SHP647-305,305-142,,Italy,ASST dei Sette Laghi - Ospedale Di Circolo E Fondazione Macchi,Lombardia,Varese,21100,,438,Viale Luigi Borri 57
8305,CDM,PPD,SHP647-301,301-154,,Italy,Ospedale Valduce,Lombardia,Como,22100,,445,"via Dante Alighieri, 11Div. Di Gastroenterologia"
8312,CDM,PPD,C16019,1-4KXM3S,,Italy,ASST Papa Giovanni XXIII - Azienda Ospedaliera Papa Giovanni XXIII,Lombardia,Bergamo,24127,,452,Piazza OMS 1
8313,CDM,PPD,C16021,1-RCFMT6,,Italy,ASST Papa Giovanni XXIII - Azienda Ospedaliera Papa Giovanni XXIII,Lombardia,Bergamo,24127,,453,Piazza OMS 1U.O. Ematologia
8314,CDM,PPD,TAK-007-2001,1-87ARZ5Q,,Italy,ASST Papa Giovanni XXIII - Azienda Ospedaliera Papa Giovanni XXIII,Lombardia,Bergamo,24127,,454,"Piazza Oms, 1U.O Ematologia con Trapianto"
8316,CDM,PRA,C34004,28001,1-1C86O4M,Italy,Azienda Ospedaliera Papa Giovanni XXIII,LOMBARDIA,Bergamo,24127,,456,USC EmatologiaPiazza Organizzazione Mondiale della Sanit 1Torre 6  4 Piano
8317,CDM,IQVIA,281102,010,1-2V4MDJ3,Italy,Azienda Socio Sanitaria Territoriale Papa Giovanni XXIII (Presidio Papa Giovanni XXIII),Bergamo,Bergamo,24127,,457,"Piazza OMS, 1Neurologia"
8319,CDM,PPD,SHP647-305,1-16352JD,,Italy,ASST Papa Giovanni XXIII - Azienda Ospedaliera Papa Giovanni XXIII,Lombardia,Bergamo,24128,,459,Piazza OMS 1Gastroenterologia 2 - endoscopia digestiva
8322,CDM,PPD,C16019,28914,,Italy,ASST degli Spedali Civili di Brescia - Spedali Civili di Brescia - INCIPIT - PIN,Brescia,Brescia,25123,,462,"Piazzale Spedali Civili, 1U.O. Ematologia"
8323,CDM,PPD,TAK-079-1004,1-5R1ZUYD,,Italy,ASST degli Spedali Civili di Brescia - Spedali Civili di Brescia - INCIPIT - PIN,Lombardia,Brescia,25123,,463,Pazzale Spedali Civili 1U.O. Ematologia
8324,CDM,PPD,P2002,1-5M0SGOR,,Italy,ASST degli Spedali Civili di Brescia - Spedali Civili di Brescia - INCIPIT - PIN,Lombardia,Brescia,25123,,464,Piazza Spedali civili 1U.O Ematologia con Trapianto
8330,CDM,IQVIA,161302,161302-504,1-27GXI9N,Italy,Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,Brescia,Brescia,25123,,470,Piazzale Spedali Civili S/N
8332,CDM,PRA,C31004,28010,1-1C5QLJS,Italy,Spedali Civili di Brescia,BRESCIA,Brescia,25123,,472,Unit di Ostetricia e GinecologiaPiazza Spedali Civili 1
8333,CDM,IQVIA,TAK-831-2002,28003,1-45LSMHS,Italy,Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia (Presidio Spedali Civili),Brescia,Brescia,25124,,473,"P.le Spedali Civili, 1P.le Spedali Civili  1"
8334,CDM,PPD,Pevonedistat-3001,1-16QY90L,,Italy,ASST di Cremona - Azienda Socio Sanitaria Territoriale di Cremona,Lombardia,Cremona,26100,,474,"Largo Priori 1,Unità Operativa Cardiologia"
8335,CDM,PPD,C16011,28001,,Italy,Fondazione IRCCS Policlinico San Matteo di Pavia,Lombardia,Pavia,2710,,475,"Viale Golgi, 19Amyloidosis Research & Treatment Center"
8336,CDM,ICON,C16007,,63126,Italy,"Amyloidosis Research & Treatment Center, Fondazione IRCCS Policlinico San Matteo",Italy,Pavia,27100,,476,"Viale Golgi, 19"
8337,CDM,PPD,TAK-079-1005,1-63ZEFER,,Italy,ASST di Pavia - Fondazione Istituto Neurologico  Mondino IRCCS,Pavia,Pavia,27100,,477,"Via Mondino, 2S.S. di Neurooncologia"
8338,CDM,IQVIA,C25004,28005,1-272ZSEH,Italy,Fondazione IRCCS Policlinico San Matteo,Pavia,Pavia,27100,,478,"Piazzale Golgi,19"
8339,CDM,IQVIA,241501,126,1-2SW2WN5,Italy,Fondazione IRCCS Policlinico San Matteo,Pavia,Pavia,27100,,479,Viale Camillo Golgi 19
8341,CDM,PPD,C16029,1-Y42CGZ,,Italy,Fondazione IRCCS Policlinico San Matteo di Pavia,Lombardia,Pavia,27100,,481,P.le Golgi 19S.C. Ematologia
8343,CDM,PPD,SHP607-202,1-15LNM2X,,Italy,Fondazione IRCCS Policlinico San Matteo di Pavia,Lombardia,Pavia,27100,,483,Piazzale Golgi 19
8344,CDM,PPD,MLN0002-3024,1-7K1AWII,,Italy,Fondazione IRCCS Policlinico San Matteo di Pavia,Lombardia,Pavia,27100,,484,"Via Ferrata, 8Medicina Nucleare"
8348,CDM,PPD,SHP647-303,303-145,,Italy,Fondazione IRCCS Policlinico San Matteo di Pavia,Pavia,Pavia,27100,,488,"Viale Golgi, 19Macro Attività Complessa Ambulatori - Medicina Generale I"
8350,CDM,PPD,Pevonedistat-2001,w1-E5FZOQ,,Italy,Fondazione IRCCS Policlinico San Matteo di Pavia,Pavia,Pavia,27100,,490,"Viale Golgi, 19Dipartimento Oncoematologico"
8353,CDM,IQVIA,161505,290,1-34DE81F,Italy,Fondazione Istituto Neurologico Casimiro Mondino,Pavia,Pavia,27100,,493,"Via Mondino, 2"
8355,CDM,PPD,Pevonedistat-2001,w1-IPDFG8,,Italy,A.O.U. Maggiore della Carità,Piemonte,Novara,28100,,495,Corso Giuseppe Mazzini 18Universita degli Studi del Piemonte Orientale Amedeo Avogadro
8356,CDM,PPD,P2002,1-5M0SGR7,,Italy,A.O.U. Maggiore della Carità,Piemonte,Novara,28100,,496,Corso Mazzini 18Struttura Complessa A Direzione Universitaria Ematologia
8357,CDM,PPD,Pevonedistat-1016,1-3LK7HWP,,Italy,A.O.U. Maggiore della Carità,Piemonte,Novara,28100,,497,Corso Mazzini 18
8358,CDM,PPD,SHP647-302,1-18ZI7DM,,Italy,A.O.U. Maggiore della Carità,Piemonte,Novara,28100,,498,Corso Mazzini 18Gastroenterologia
8368,CDM,PRA,C34004,28006,1-1C86NZY,Italy,Azienda Ospedaliero-Universitaria,NOVARA,Novara,28100,,508,Struttura Complessa Direzione Universitaria Ematologia SCDU EmatologiaCorso Mazzini 18
8369,CDM,PPD,Pevonedistat-3001,1-16QY945,,Italy,Azienda ULSS 3 Serenissima,Veneto,Venezia,30100,,509,Via Paccagnella 11U.O. di EmatologiaOspedale dell Angelo
8370,CDM,PPD,Pevonedistat-3001,1-186CPFW,,Italy,Azienda ULSS 3 Serenissima,Veneto,Venezia,30174,,510,Via Don Federico Tosatto 147
8371,CDM,PRA,Ponatinib-3001,28001,1-1KR0TZH,Italy,Ospedale dell'Angelo,VENEZIA,Mestre,30174,,511,Dipartimento di EmatologiaVia Don Federico Tosatto 147
8373,CDM,PPD,SHP620-302,609,,Italy,Ospedale Dell'Angelo,Venezia,Venezia Mestre,30174,,513,Via Paccagnella  11U.O. Ematologia
8374,CDM,IQVIA,201601,814,1-307DIET,Italy,Presidio Ospedaliero di Castelfranco Veneto,Castelfranco Veneto,Treviso,31033,,514,"Via dei Carpani, 16"
8375,CDM,IQVIA,201501,814,1-2HR4YGJ,Italy,Presidio Ospedaliero di Castelfranco Veneto,Castelfranco Veneto,Treviso,31033,,515,"Via Ospedale, 18"
8377,CDM,PPD,SHP607-203,154,,Italy,Presidio Ospedaliero Di Treviso Ca' Foncello,Veneto,Treviso,31100,,517,"Piazza Ospedale, 1U.O.C. Terapia Intensiva Neonatale"
8378,CDM,PPD,TAK-788-3001,28009,,Italy,Centro Di Riferimento Oncologico,Pordenone,Aviano,33081,,518,Via Franco Gallini 2Struttura Operativa Complessa Di Oncologia Medica B
8379,CDM,PRA,Brigatinib-3001,28002,1-1L6OLJ8,Italy,Centro di Riferimento Oncologico di Aviano,PORDENONE,AVIANO,33081,,519,Oncologia MedicaCentro Oncologico AvianoVia Gallini 2
8383,CDM,PRA,C34004,28005,1-1C8BKUJ,Italy,Azienda Ospedaliero Universitaria Santa Maria della Misericordia di Udine,UDINE,Udine,33100,,523,Clinica EmatologicaPiazzale Santa Maria della Misericordia 15
8384,CDM,IQVIA,161505,282,1-2O2RTYJ,Italy,Azienda Ospedaliero-Universitaria Santa Maria della Misericordia,Udine,Udine,33100,,524,P.le S.Maria della Misericordia 15
8386,CDM,PPD,SHP620-303,613,,Italy,Azienda Sanitaria Universitaria Integrata di Udine - PO Universitario Santa Maria della Misericordia,Friuli-Venezia Giulia,Udine,33100,,526,Piazzale S. Maria della MisericordiaClinica Malattie Infettive
8389,CDM,PPD,Pevonedistat-3001,1-16QY8WN,,Italy,Azienda Sanitaria Universitaria Integrata di Udine - PO Universitario Santa Maria della Misericordia,Udine,Udine,33100,,529,Piazzale S. Maria della MisericordiaClinica Ematologica4° piano
8393,CDM,PPD,MLN0002-3024,1-7K1AWJH,,Italy,IRCCS Materno Infantile Burlo Garofolo - INCIPIT - PIN,Friuli-Venezia Giulia,Trieste,34137,,533,"Via Dell'Istria, 65/1Laboratorio di Diagnostica Avanzata e Traslazionale"
8394,CDM,IQVIA,SHP643-303,172,1-4S2B7HD,Italy,Azienda Ospedaliera di Padova,Padova,Padova,35100,,534,"Via Giustiniani, 2"
8396,CDM,PPD,MLN0002-3025,3025-28003,,Italy,Universita degli Studi di Padova,Veneto,Padova,35122,,536,"Via 8 Febbraio, 2Unità Operativa Medicina Generale Patologia Speciale"
8397,CDM,PPD,Alofisel-5004,605,,Italy,Azienda Ospedale Università Padova - Dipartimento Salute della Donna e del Bambino - INCIPIT - PIN,Veneto,Padova,35128,,537,Via Giustiniani 2Dipartimento Di Scienze Chirurgiche E Gastroenterologiche - Sezione Di Gastroenterologia
8398,CDM,PPD,SHP620-303,1-1K3HTD8,,Italy,Azienda Ospedale Università Padova - Dipartimento Salute della Donna e del Bambino - INCIPIT - PIN,Veneto,Padova,35128,,538,Via Giustiniani 2Unità Operativa Malattie Infettive E Tropicali
8400,CDM,PPD,Vedolizumab-4013,1-MINGRL,,Italy,Azienda Ospedale Università Padova - Dipartimento Salute della Donna e del Bambino - INCIPIT - PIN,Veneto,Padova,35128,,540,Via Giustiniani 2Clinica Gastroenterologica6° Piano Monoblocco
8406,CDM,PPD,SHP647-307,307-155,,Italy,Azienda Ospedale Università Padova - Dipartimento Salute della Donna e del Bambino - INCIPIT - PIN,Veneto,Padova,35128,,546,"Via Giustiniani, 2UOC Gastroenterologia"
8417,CDM,IQVIA,161505,280,1-2O2RTX2,Italy,Azienda Ospedaliera di Padova,Padova,Padova,35128,,557,Presso Azienda Ospedaliera di Padova_Via Giustiniani 1
8420,CDM,IQVIA,071102,384,1-2OWS7E1,Italy,Azienda Ospedaliera di Padova,Padova,Padova,35128,,560,"Via Giustiniani, 1"
8423,CDM,IQVIA,241501,117,1-2SW0CP7,Italy,Azienda Ospedaliera di Padova,Padova,Padova,35128,,563,"Via Roma, 67"
8426,CDM,PRA,C31005,28006,1-1BVWP7N,Italy,Istituto di Ricovero e Cura a Carattere Scientifico Istituto Oncologico Veneto,PADOVA,Padova,35128,,566,Oncologia Medica 1Istituto Oncologico veneto IOV IRCCSVia Gattamelata 64
8427,CDM,PPD,SHP-607-201,033,,Italy,Azienda Ospedale Università Padova - Dipartimento Salute della Donna e del Bambino - INCIPIT - PIN,Veneto,Padova,35238,,567,"Via Giustiniani, 3Università di Padova"
8428,CDM,PPD,C16029,1-YWQSSO,,Italy,"Azienda ULSS 8 ""Berica"" - Ospedale San Bortolo",Veneto,Vicenza,36100,,568,Via Rodolfi 37U.O. Ematologia
8431,CDM,IQVIA,201601,816,1-2ZJ6082,Italy,Ospedale San Bortolo di Vicenza,Vicenza,Vicenza,36100,,571,"Viale Rodolfi, 37"
8433,CDM,PPD,SHP620-302,1-B8RE1EJ,,Italy,"Azienda ULSS 8 ""Berica"" - Ospedale San Bortolo",Veneto,Vicenza,361000,,573,Viale Rodolfi 37UOC Ematologia
8435,CDM,PPD,SHP647-305,305-146,,Italy,Ospedale Sacro Cuore Don Calabria,Veneto,Negrar,37024,,575,"Via Don A. Sempreboni, 5"
8437,CDM,PPD,SHP647-303,303-146,,Italy,Ospedale Sacro Cuore Don Calabria,Veneto,Negrar,37024,,577,"Via Don A. Sempreboni, 5Gastroenterologia"
8442,CDM,PPD,SHP675-301,1-7GM66PH,,Italy,Centro Ricerche Cliniche Di Verona,Veneto,Verona,37124,,582,"Piazzale L.a. Scuro, 10C/o Policlinico G.b. Rossi"
8443,CDM,PPD,SHP620-303,1-TJ31RN,,Italy,Azienda Ospedaliera Universitaria Integrata Di Verona,Veneto,Verona,37126,,583,"Piazzale Stefani, 1"
8444,CDM,PPD,SHP675-301,1-78GKRMV,,Italy,Azienda Ospedaliera Universitaria Integrata Di Verona,Verona,Verona,37126,,584,Piazzale Aristide Stefani 1
8445,CDM,PRA,AP24534-14-203,687,1-1FD38E4,Italy,AOUI - Ospedale Policlinico Giambattista Rossi di Borgo Roma,VERONA,Verona,37134,,585,Dipartimento di EmatologiaPiazzale L e A Scuro 10
8446,CDM,PPD,SHP620-302,610,,Italy,Azienda Ospedaliera Universitaria Integrata Di Verona,Veneto,Verona,37134,,586,"Piazzale L.A. Scuro, 10U.O. Ematologia"
8447,CDM,PPD,SHP620-302,1-SV833E,,Italy,Policlinico GB Rossi,Veneto,Verona,37134,,587,Piazzale L. A. Scuro 10
8448,CDM,IQVIA,TAK-994-1501,28001,1-4YD1T6M,Italy,Università di Bologna-Clinica Neurologica-Dipartimento di Scienze Neurologiche,Bologna,Bologna,40123,,588,"IRCCS ISNB, UOC Clinica Neurologica, Ospedale Bellaria"
8449,CDM,PPD,MLN0002-3025,3025-28007,,Italy,Azienda USL di Bologna,Emilia-Romagna,Bologna,40133,,589,LARGO BARTOLO NIGRISOLI 2Ospedale MaggiorePediatria
8451,CDM,IQVIA,MLN0002SC-3031,28016,1-1T43VE0,Italy,Azienda Ospedaliera Universitaria Policlinico Sant'Orsola Malpighi,Bologna,Bologna,40138,,591,Via Massarenti 11
8454,CDM,IQVIA,TED-R13-002,0700,1-26WWAOU,Italy,Azienda Ospedaliera Universitaria Policlinico Sant'Orsola Malpighi,Bologna,Bologna,40138,,594,"Via Massarenti, 9Policlinico S.Orsola-MalpighiPoli, Building 11"
8456,CDM,PPD,SHP647-305,1-XL73U2,,Italy,Azienda Ospedaliero Universitaria Di Bologna - Policlinico S Orsola Malpighi,Bologna,Bologna,40138,,596,Via Massarenti 9U.O. di Gastroenterologia ed Endoscopia Digestiva
8461,CDM,PPD,Pevonedistat-2001,28001,,Italy,Azienda Ospedaliero Universitaria Di Bologna - Policlinico S Orsola Malpighi,Bologna,Bologna,40138,,601,"Via Massarenti, 9Istituto di Ematologia Lorenzo e Ariosto Seragnoli"
8462,CDM,PPD,TAK-079-1004,28404,,Italy,Azienda Ospedaliero Universitaria Di Bologna - Policlinico S Orsola Malpighi,Bologna,Bologna,40138,,602,"Via Massarenti, 9Unità Operativa di Ematologia"
8463,CDM,PPD,SHP607-202,1-1DF1PZR,,Italy,Azienda Ospedaliero Universitaria Di Bologna - Policlinico S Orsola Malpighi,Emilia-Romagna,Bologna,40138,,603,Via Massarenti 13U.O. Semplice Terapia Intensiva Neonatale
8464,CDM,PPD,C16029,28002,,Italy,Azienda Ospedaliero Universitaria Di Bologna - Policlinico S Orsola Malpighi,Emilia-Romagna,Bologna,40138,,604,Via Massarenti 9U.O. Ematologia Cavo
8466,CDM,PPD,SHP647-305,305-147,,Italy,Azienda Ospedaliero Universitaria Di Bologna - Policlinico S Orsola Malpighi,Emilia-Romagna,Bologna,40138,,606,Via Massarenti 9Struttura Semplice Dipartimentale per le Malattie Infiammatorie Croniche Intestinali
8467,CDM,PPD,Pevonedistat-1016,1-3LK7HQE,,Italy,Azienda Ospedaliero Universitaria Di Bologna - Policlinico S Orsola Malpighi,Emilia-Romagna,Bologna,40138,,607,Via Massarenti 9Istituto di Ematologia Lorenzo e Ariosto Seragnoli
8468,CDM,PPD,C16010,28003,,Italy,Azienda Ospedaliero Universitaria Di Bologna - Policlinico S Orsola Malpighi,Emilia-Romagna,Bologna,40138,,608,Via Massarenti 9Dipartimento Di Medicina Interna E Gastroenterologia
8469,CDM,PPD,C16021,28110,,Italy,Azienda Ospedaliero Universitaria Di Bologna - Policlinico S Orsola Malpighi,Emilia-Romagna,Bologna,40138,,609,Via Massarenti 9Dipartimento di Ematologia e Scienze Oncologiche
8485,CDM,PRA,AP26113-13-301,784,1-1GE4VDC,Italy,Azienda Ospedaliero Universitaria di Bologna Policlinico Sant'Orsola-Malpighi,BOLOGNA,Bologna,40138,,625,Unita Operativa Oncologia MedicaVia Albertoni 15Padiglione 2
8489,CDM,PPD,TAK-007-2001,1-9KOYQ13,,Italy,Ist.Ematologia E Oncologia Medica L.E A.Seragnoli,Emilia-Romagna,Bologna,40138,,629,Via Massarenti 9IDS-Investigational Drug ServiceFloor 0 - Building n. 19
8490,CDM,PRA,Brigatinib-1001,28003,1-1KJDA0E,Italy,Policlinico Sant'Orsola Malpighi,BOLOGNA,Bologna,40138,,630,Unita Operativa Medicina InternaVia Albertoni 15
8491,CDM,PRA,TAK-041-2001,Muratori,1-1L8J9UC,Italy,IRCCS Istituto delle Scienze Neurologiche di Bologna,BOLOGNA,Bologna,40139,,631,Via Altura 3
8492,CDM,PPD,SHP620-303,1-TJ7MLI,,Italy,Azienda Ospedaliero Universitaria Di Modena Policlinico,Emilia-Romagna,Modena,41100,,632,Via del Pozzo 71
8493,CDM,PPD,C16029,1-Y42KQY,,Italy,Azienda Ospedaliero Universitaria Di Modena Policlinico,Emilia-Romagna,Modena,41100,,633,Via del Pozzo 71S.C. Ematologia
8495,CDM,PPD,Pevonedistat-2001,w1-IPDFFV,,Italy,Universita degli Studi di Modena e Reggio Emilia - Modena,Emilia-Romagna,Modena,41121,,635,Via Universita 4S.C. Ematologia
8496,CDM,IQVIA,MLN0002SC-3031,28011,1-1SEBMYH,Italy,A.O.U. Policlinico di Modena,Modena,Modena,41124,,636,"Via del Pozzo, 71Ingresso 2 - Piano  4Laboratorio of Gastroenterologia"
